period,GPR,gpr_threats,gpr_acts,total_articles,gpr_article_proportion,cat_1,cat_2,cat_3,cat_4,cat_5,cat_6,cat_7,cat_8,log_GPR,normalized_gpr,product,price,log_price,normalized_price
2007-09-01,94.49,94.94,92.25,31968.0,2.83,0.24,0.02,1.06,0.57,0.35,0.39,0.64,0.73,4.548494008794535,0.3432299529897583,UK Brent Crude Oil,77.17,4.346010780469512,0.7891183550325103
2007-10-01,101.47,103.61,97.5,34959.0,3.04,0.25,0.07,1.05,0.75,0.4,0.4,0.79,0.7,4.6197631882909915,0.3709125035215914,WTI Crude Oil,85.8,4.4520190064939165,0.829695313018059
2007-10-01,101.47,103.61,97.5,34959.0,3.04,0.25,0.07,1.05,0.75,0.4,0.4,0.79,0.7,4.6197631882909915,0.3709125035215914,UK Brent Crude Oil,82.34,4.410857016341759,0.813939664540165
2007-11-01,89.8,95.74,81.57,33379.0,2.69,0.2,0.03,0.81,0.51,0.31,0.33,0.51,0.73,4.497584975308154,0.3234557406027112,UK Brent Crude Oil,92.41,4.526235197899949,0.8581031771383087
2007-11-01,89.8,95.74,81.57,33379.0,2.69,0.2,0.03,0.81,0.51,0.31,0.33,0.51,0.73,4.497584975308154,0.3234557406027112,WTI Crude Oil,94.77,4.551452903482104,0.8677558033379348
2007-12-01,94.97,98.53,84.13,30859.0,2.85,0.26,0.04,0.83,0.86,0.24,0.28,0.4,0.76,4.553561052254861,0.345198106511779,UK Brent Crude Oil,90.93,4.510089979737821,0.8519232431501544
2007-12-01,94.97,98.53,84.13,30859.0,2.85,0.26,0.04,0.83,0.86,0.24,0.28,0.4,0.76,4.553561052254861,0.345198106511779,WTI Crude Oil,91.69,4.518413322061809,0.8551091837553867
2008-01-01,81.5,76.4,83.75,32113.0,2.44,0.28,0.1,0.77,0.45,0.22,0.34,0.65,0.65,4.400603020246817,0.28578577034867025,UK Brent Crude Oil,92.18,4.523743187292363,0.8571493057877941
2008-01-01,81.5,76.4,83.75,32113.0,2.44,0.28,0.1,0.77,0.45,0.22,0.34,0.65,0.65,4.400603020246817,0.28578577034867025,WTI Crude Oil,92.97,4.532276860467767,0.8604157551086332
2008-02-01,80.75,72.53,86.75,31461.0,2.42,0.16,0.05,0.75,0.41,0.27,0.37,0.64,0.81,4.391357962102766,0.2821947820554045,WTI Crude Oil,95.39,4.557973751157117,0.8702517998474721
2008-02-01,80.75,72.53,86.75,31461.0,2.42,0.16,0.05,0.75,0.41,0.27,0.37,0.64,0.81,4.391357962102766,0.2821947820554045,UK Brent Crude Oil,94.99,4.553771622902091,0.8686433437111077
2008-03-01,77.64,72.03,83.48,32294.0,2.33,0.18,0.09,0.6,0.39,0.13,0.26,0.57,0.75,4.35208275830081,0.266939410496795,WTI Crude Oil,105.45,4.658236906924784,0.9086297070312652
2008-03-01,77.64,72.03,83.48,32294.0,2.33,0.18,0.09,0.6,0.39,0.13,0.26,0.57,0.75,4.35208275830081,0.266939410496795,UK Brent Crude Oil,103.64,4.640923355693909,0.9020025681079695
2008-04-01,71.9,69.46,69.99,31576.0,2.16,0.21,0.03,0.75,0.41,0.19,0.31,0.55,0.52,4.275276264727001,0.23710604276964745,WTI Crude Oil,112.58,4.7236640800358805,0.9336733829232757
2008-04-01,71.9,69.46,69.99,31576.0,2.16,0.21,0.03,0.75,0.41,0.19,0.31,0.55,0.52,4.275276264727001,0.23710604276964745,UK Brent Crude Oil,109.07,4.691989877940651,0.9215493920232865
2008-05-01,72.57,70.68,74.79,32755.0,2.18,0.21,0.04,0.66,0.4,0.12,0.32,0.56,0.45,4.284551613290046,0.2407087965421897,WTI Crude Oil,125.4,4.83150862819882,0.9749532332131078
2008-05-01,72.57,70.68,74.79,32755.0,2.18,0.21,0.04,0.66,0.4,0.12,0.32,0.56,0.45,4.284551613290046,0.2407087965421897,UK Brent Crude Oil,122.8,4.810557015713042,0.9669335470863989
2008-06-01,87.55,88.89,80.34,30656.0,2.63,0.11,0.06,0.86,0.55,0.2,0.24,0.5,0.64,4.472210058731861,0.31359955290239944,WTI Crude Oil,133.88,4.8969438763431254,1.0
2008-06-01,87.55,88.89,80.34,30656.0,2.63,0.11,0.06,0.86,0.55,0.2,0.24,0.5,0.64,4.472210058731861,0.31359955290239944,UK Brent Crude Oil,132.32,4.885223231275381,0.9955136677566144
2008-07-01,89.74,84.32,88.16,30279.0,2.69,0.21,0.05,0.86,0.55,0.21,0.42,0.57,0.69,4.496916600547837,0.32319612882932747,UK Brent Crude Oil,132.72,4.888241645882189,0.9966690317059671
2008-07-01,89.74,84.32,88.16,30279.0,2.69,0.21,0.05,0.86,0.55,0.21,0.42,0.57,0.69,4.496916600547837,0.32319612882932747,WTI Crude Oil,133.37,4.8931272206343035,0.9985390918785253
2008-08-01,88.55,75.77,105.07,29969.0,2.66,0.29,0.02,0.69,0.31,0.17,0.66,0.74,0.53,4.4835673642288425,0.3180109855237234,WTI Crude Oil,116.67,4.759349436835766,0.9473327306727128
2008-08-01,88.55,75.77,105.07,29969.0,2.66,0.29,0.02,0.69,0.31,0.17,0.66,0.74,0.53,4.4835673642288425,0.3180109855237234,UK Brent Crude Oil,113.24,4.7295094602436984,0.9359108295441407
2008-09-01,88.54,82.01,94.46,30726.0,2.66,0.25,0.04,0.68,0.63,0.23,0.33,0.52,0.72,4.483454427303995,0.31796711828474167,UK Brent Crude Oil,97.23,4.577079305821566,0.8775648671252085
2008-09-01,88.54,82.01,94.46,30726.0,2.66,0.25,0.04,0.68,0.63,0.23,0.33,0.52,0.72,4.483454427303995,0.31796711828474167,WTI Crude Oil,104.11,4.645448032486661,0.9037344867241289
2008-10-01,64.16,53.12,75.28,32010.0,1.92,0.09,0.02,0.49,0.36,0.11,0.19,0.51,0.55,4.161379963558259,0.19286616047032432,UK Brent Crude Oil,71.58,4.2708157053378795,0.7603358018405156
2008-10-01,64.16,53.12,75.28,32010.0,1.92,0.09,0.02,0.49,0.36,0.11,0.19,0.51,0.55,4.161379963558259,0.19286616047032432,WTI Crude Oil,76.61,4.33872761652873,0.7863305653645751
2008-11-01,79.08,68.3,95.14,29596.0,2.37,0.2,0.04,0.56,0.36,0.18,0.34,0.55,0.72,4.370459998302416,0.27407754339764284,UK Brent Crude Oil,52.45,3.9598603348423063,0.6413108593697789
2008-11-01,79.08,68.3,95.14,29596.0,2.37,0.2,0.04,0.56,0.36,0.18,0.34,0.55,0.72,4.370459998302416,0.27407754339764284,WTI Crude Oil,57.31,4.048475128563646,0.6752301022113776
2008-12-01,92.37,83.84,109.21,26819.0,2.77,0.31,0.04,0.77,0.26,0.24,0.3,0.46,0.93,4.525802250604519,0.334415964289601,UK Brent Crude Oil,39.95,3.6876286722122837,0.5371082597117914
2008-12-01,92.37,83.84,109.21,26819.0,2.77,0.31,0.04,0.77,0.26,0.24,0.3,0.46,0.93,4.525802250604519,0.334415964289601,WTI Crude Oil,41.12,3.7164946211469094,0.5481573305344996
2009-01-01,85.37,86.31,89.71,28939.0,2.56,0.31,0.01,0.64,0.24,0.08,0.55,0.4,0.51,4.446994751022215,0.30380536087185017,WTI Crude Oil,41.71,3.730740908208854,0.5536104072743132
2009-01-01,85.37,86.31,89.71,28939.0,2.56,0.31,0.01,0.64,0.24,0.08,0.55,0.4,0.51,4.446994751022215,0.30380536087185017,UK Brent Crude Oil,43.44,3.77138067562568,0.5691661636232157
2009-02-01,67.45,64.77,64.59,26592.0,2.02,0.17,0.02,0.54,0.45,0.15,0.16,0.52,0.64,4.211386582653765,0.21228985483327545,WTI Crude Oil,39.09,3.6658666798048634,0.5287783830152939
2009-02-01,67.45,64.77,64.59,26592.0,2.02,0.17,0.02,0.54,0.45,0.15,0.16,0.52,0.64,4.211386582653765,0.21228985483327545,UK Brent Crude Oil,43.32,3.76861442213279,0.5681073198337485
2009-03-01,72.64,69.18,74.83,28822.0,2.18,0.18,0.03,0.58,0.34,0.17,0.22,0.48,0.56,4.285515734293038,0.24108328280080396,UK Brent Crude Oil,46.54,3.8403121578741457,0.5955511901817554
2009-03-01,72.64,69.18,74.83,28822.0,2.18,0.18,0.03,0.58,0.34,0.17,0.22,0.48,0.56,4.285515734293038,0.24108328280080396,WTI Crude Oil,47.94,3.869950229006238,0.6068958075968488
2009-04-01,85.69,84.49,83.98,27664.0,2.57,0.22,0.02,0.68,0.55,0.27,0.26,0.49,0.76,4.450736132681027,0.30525859756631896,UK Brent Crude Oil,50.18,3.9156165409382764,0.6243755833662753
2009-04-01,85.69,84.49,83.98,27664.0,2.57,0.22,0.02,0.68,0.55,0.27,0.26,0.49,0.76,4.450736132681027,0.30525859756631896,WTI Crude Oil,49.65,3.9049983904911816,0.6203112549576779
2009-05-01,89.68,86.64,92.64,27808.0,2.69,0.15,0.06,0.66,0.76,0.23,0.24,0.75,0.63,4.496247778763904,0.3229363434219281,UK Brent Crude Oil,57.3,4.048300623720694,0.6751633066810091
2009-05-01,89.68,86.64,92.64,27808.0,2.69,0.15,0.06,0.66,0.76,0.23,0.24,0.75,0.63,4.496247778763904,0.3229363434219281,WTI Crude Oil,59.03,4.078045789252598,0.6865489168107682
2009-06-01,81.11,80.8,74.59,26595.0,2.43,0.3,0.06,0.85,0.84,0.11,0.22,0.41,0.48,4.395806258082254,0.2839226001543746,UK Brent Crude Oil,68.61,4.2284382967028,0.744114925459411
2009-06-01,81.11,80.8,74.59,26595.0,2.43,0.3,0.06,0.85,0.84,0.11,0.22,0.41,0.48,4.395806258082254,0.2839226001543746,WTI Crude Oil,69.64,4.243339114899988,0.7498185382507279
2009-07-01,83.44,82.11,80.12,26172.0,2.5,0.17,0.06,0.9,0.56,0.15,0.23,0.51,0.55,4.424127810692517,0.2949233274927967,UK Brent Crude Oil,64.44,4.165734558308774,0.7201137035375813
2009-07-01,83.44,82.11,80.12,26172.0,2.5,0.17,0.06,0.9,0.56,0.15,0.23,0.51,0.55,4.424127810692517,0.2949233274927967,WTI Crude Oil,64.15,4.161224091061645,0.7183872239345758
2009-08-01,73.37,64.71,78.04,24992.0,2.2,0.13,0.03,0.61,0.45,0.11,0.35,0.5,0.45,4.295515132725903,0.2449672738101221,UK Brent Crude Oil,72.51,4.2837244833835015,0.7652769178656191
2009-08-01,73.37,64.71,78.04,24992.0,2.2,0.13,0.03,0.61,0.45,0.11,0.35,0.5,0.45,4.295515132725903,0.2449672738101221,WTI Crude Oil,71.05,4.263383854543109,0.7574910990399534
2009-09-01,92.84,97.49,77.78,26359.0,2.78,0.16,0.03,1.05,0.87,0.11,0.29,0.49,0.56,4.530877581406236,0.33638733680121097,UK Brent Crude Oil,67.65,4.214347354616797,0.7387213103934548
2009-09-01,92.84,97.49,77.78,26359.0,2.78,0.16,0.03,1.05,0.87,0.11,0.29,0.49,0.56,4.530877581406236,0.33638733680121097,WTI Crude Oil,69.41,4.2400309493514925,0.7485522658159866
2009-10-01,90.58,88.23,90.43,28122.0,2.72,0.19,0.03,0.91,0.71,0.19,0.31,0.68,0.66,4.506233438128068,0.3268149978682849,WTI Crude Oil,75.72,4.327042326341122,0.7818577659717962
2009-10-01,90.58,88.23,90.43,28122.0,2.72,0.19,0.03,0.91,0.71,0.19,0.31,0.68,0.66,4.506233438128068,0.3268149978682849,UK Brent Crude Oil,72.77,4.287303782358995,0.7666469725264043
2009-11-01,82.1,74.32,85.01,26233.0,2.46,0.15,0.0,0.77,0.55,0.1,0.27,0.7,0.45,4.407938016458383,0.28863484767370906,UK Brent Crude Oil,76.66,4.339380059952409,0.7865803022989944
2009-11-01,82.1,74.32,85.01,26233.0,2.46,0.15,0.0,0.77,0.55,0.1,0.27,0.7,0.45,4.407938016458383,0.28863484767370906,WTI Crude Oil,77.99,4.356580613342406,0.7931641888369452
2009-12-01,92.95,89.34,95.87,24858.0,2.79,0.17,0.01,0.99,0.5,0.35,0.26,0.56,0.87,4.532061714167453,0.3368472805697569,UK Brent Crude Oil,74.46,4.310262068444571,0.7754347566904385
2009-12-01,92.95,89.34,95.87,24858.0,2.79,0.17,0.01,0.99,0.5,0.35,0.26,0.56,0.87,4.532061714167453,0.3368472805697569,WTI Crude Oil,74.47,4.310396359722554,0.7754861596027304
2010-01-01,91.58,84.97,100.41,27049.0,2.75,0.22,0.02,0.81,0.37,0.33,0.2,0.51,0.97,4.5172129072289495,0.33107967034445623,UK Brent Crude Oil,76.17,4.3329676843846965,0.7841258258516788
2010-01-01,91.58,84.97,100.41,27049.0,2.75,0.22,0.02,0.81,0.37,0.33,0.2,0.51,0.97,4.5172129072289495,0.33107967034445623,WTI Crude Oil,78.33,4.360930671379148,0.7948292683200309
2010-02-01,80.73,78.85,80.71,27465.0,2.42,0.22,0.05,0.93,0.61,0.16,0.33,0.55,0.48,4.391110253406924,0.282098566432631,UK Brent Crude Oil,73.75,4.300680995219929,0.771767392182299
2010-02-01,80.73,78.85,80.71,27465.0,2.42,0.22,0.05,0.93,0.61,0.16,0.33,0.55,0.48,4.391110253406924,0.282098566432631,WTI Crude Oil,76.39,4.335851797553269,0.7852297829996814
2010-03-01,74.12,73.5,70.04,29464.0,2.22,0.14,0.01,0.8,0.56,0.14,0.15,0.34,0.46,4.3056854014171595,0.2489176346667673,UK Brent Crude Oil,78.83,4.367293635071817,0.7972648312956963
2010-03-01,74.12,73.5,70.04,29464.0,2.22,0.14,0.01,0.8,0.56,0.14,0.15,0.34,0.46,4.3056854014171595,0.2489176346667673,WTI Crude Oil,81.2,4.396915247167632,0.8086031486560813
2010-04-01,88.76,92.06,81.27,28096.0,2.66,0.22,0.04,0.97,0.91,0.2,0.18,0.37,0.5,4.485936098064394,0.31893105496415197,WTI Crude Oil,84.29,4.434263234009391,0.8228989042757819
2010-04-01,88.76,92.06,81.27,28096.0,2.66,0.22,0.04,0.97,0.91,0.2,0.18,0.37,0.5,4.485936098064394,0.31893105496415197,UK Brent Crude Oil,84.82,4.4405313640464446,0.8252981676037328
2010-05-01,88.96,87.49,85.86,29308.0,2.67,0.27,0.03,0.98,0.7,0.3,0.25,0.55,0.85,4.488186830502272,0.31980529001056923,WTI Crude Oil,73.74,4.300545392805998,0.7717154874041587
2010-05-01,88.96,87.49,85.86,29308.0,2.67,0.27,0.03,0.98,0.7,0.3,0.25,0.55,0.85,4.488186830502272,0.31980529001056923,UK Brent Crude Oil,75.95,4.330075229041782,0.7830186755547056
2010-06-01,96.45,110.69,70.99,29070.0,2.89,0.22,0.05,1.85,0.5,0.2,0.24,0.63,0.48,4.569024739351738,0.3512045500051972,UK Brent Crude Oil,74.76,4.314282982587362,0.7769738491774497
2010-06-01,96.45,110.69,70.99,29070.0,2.89,0.22,0.05,1.85,0.5,0.2,0.24,0.63,0.48,4.569024739351738,0.3512045500051972,WTI Crude Oil,75.34,4.322011202263895,0.7799319936241418
2010-07-01,79.38,75.19,84.05,28434.0,2.38,0.29,0.0,0.77,0.41,0.27,0.19,0.66,0.47,4.37424644735492,0.27554828528035735,UK Brent Crude Oil,75.58,4.325191697921343,0.7811493976266932
2010-07-01,79.38,75.19,84.05,28434.0,2.38,0.29,0.0,0.77,0.41,0.27,0.19,0.66,0.47,4.37424644735492,0.27554828528035735,WTI Crude Oil,76.32,4.334935027140031,0.7848788691514319
2010-08-01,80.99,71.95,85.98,26633.0,2.43,0.2,0.02,0.92,0.54,0.12,0.36,0.56,0.56,4.3943256902608985,0.2833475143484196,UK Brent Crude Oil,77.04,4.34432476748987,0.7884729968333998
2010-08-01,80.99,71.95,85.98,26633.0,2.43,0.2,0.02,0.92,0.54,0.12,0.36,0.56,0.56,4.3943256902608985,0.2833475143484196,WTI Crude Oil,76.6,4.338597076746545,0.7862805984190295
2010-09-01,71.17,68.95,69.29,28436.0,2.13,0.23,0.07,0.61,0.44,0.22,0.23,0.42,0.56,4.26507138131118,0.23314223677628698,WTI Crude Oil,75.24,4.32068300443283,0.7794235969684405
2010-09-01,71.17,68.95,69.29,28436.0,2.13,0.23,0.07,0.61,0.44,0.22,0.23,0.42,0.56,4.26507138131118,0.23314223677628698,UK Brent Crude Oil,77.84,4.354655437877749,0.7924272859863475
2010-10-01,65.99,62.1,76.17,30414.0,1.98,0.19,0.08,0.7,0.16,0.33,0.24,0.39,0.62,4.18950321539533,0.20378986333318516,UK Brent Crude Oil,82.67,4.414856779264584,0.8154706609369375
2010-10-01,65.99,62.1,76.17,30414.0,1.98,0.19,0.08,0.7,0.16,0.33,0.24,0.39,0.62,4.18950321539533,0.20378986333318516,WTI Crude Oil,81.89,4.405376883282097,0.8118420242224603
2010-11-01,94.71,98.69,83.27,28621.0,2.84,0.25,0.02,0.88,0.81,0.36,0.21,0.36,0.89,4.55081959123801,0.3441332614600158,UK Brent Crude Oil,85.28,4.445939960417534,0.8273684256954017
2010-11-01,94.71,98.69,83.27,28621.0,2.84,0.25,0.02,0.88,0.81,0.36,0.21,0.36,0.89,4.55081959123801,0.3441332614600158,WTI Crude Oil,84.25,4.433788569232471,0.8227172159914606
2010-12-01,97.2,100.4,91.76,26479.0,2.92,0.27,0.05,0.86,0.89,0.24,0.32,0.51,0.57,4.576770711466393,0.35421325960445355,WTI Crude Oil,89.15,4.49032034430915,0.8443559844923769
2010-12-01,97.2,100.4,91.76,26479.0,2.92,0.27,0.05,0.86,0.89,0.24,0.32,0.51,0.57,4.576770711466393,0.35421325960445355,UK Brent Crude Oil,91.45,4.515792374836875,0.8541059591055938
2011-01-01,79.42,76.59,78.81,27622.0,2.38,0.16,0.04,0.95,0.5,0.18,0.26,0.39,0.62,4.374750225703106,0.27574396410925694,UK Brent Crude Oil,96.52,4.569750240756831,0.8747595078020876
2011-01-01,79.42,76.59,78.81,27622.0,2.38,0.16,0.04,0.95,0.5,0.18,0.26,0.39,0.62,4.374750225703106,0.27574396410925694,WTI Crude Oil,89.17,4.490544660146788,0.8444418462661343
2011-02-01,90.01,90.19,85.49,25853.0,2.7,0.38,0.04,0.85,0.24,0.14,0.52,0.41,0.36,4.499920775268994,0.3243630177862717,UK Brent Crude Oil,103.72,4.641694960670463,0.9022979167227825
2011-02-01,90.01,90.19,85.49,25853.0,2.7,0.38,0.04,0.85,0.24,0.14,0.52,0.41,0.36,4.499920775268994,0.3243630177862717,WTI Crude Oil,88.58,4.483906098495052,0.8419007921675125
2011-03-01,136.89,126.97,157.48,30055.0,4.11,0.4,0.02,1.22,0.23,0.2,0.71,1.26,0.55,4.919177683607421,0.4872118204931363,UK Brent Crude Oil,114.64,4.741796783519916,0.9406140702173613
2011-03-01,136.89,126.97,157.48,30055.0,4.11,0.4,0.02,1.22,0.23,0.2,0.71,1.26,0.55,4.919177683607421,0.4872118204931363,WTI Crude Oil,102.86,4.63336884034677,0.8991109127776419
2011-04-01,91.02,72.92,111.94,27949.0,2.73,0.25,0.04,0.89,0.16,0.13,0.62,0.79,0.34,4.5110792625884955,0.32869722496058423,WTI Crude Oil,109.53,4.696198484335655,0.923160327808859
2011-04-01,91.02,72.92,111.94,27949.0,2.73,0.25,0.04,0.89,0.16,0.13,0.62,0.79,0.34,4.5110792625884955,0.32869722496058423,UK Brent Crude Oil,123.26,4.814295945534097,0.9683647039310096
2011-05-01,105.34,95.51,123.83,28009.0,3.16,0.33,0.07,0.97,0.24,0.26,0.7,0.84,0.81,4.657193214055243,0.38545116647446326,WTI Crude Oil,100.9,4.6141299273595635,0.8917467996965516
2011-05-01,105.34,95.51,123.83,28009.0,3.16,0.33,0.07,0.97,0.24,0.26,0.7,0.84,0.81,4.657193214055243,0.38545116647446326,UK Brent Crude Oil,114.99,4.744845168060573,0.9417809058118137
2011-06-01,84.39,71.39,98.27,27773.0,2.53,0.29,0.01,0.88,0.19,0.23,0.51,0.7,0.48,4.435448911169876,0.2993206972710754,UK Brent Crude Oil,113.83,4.734706107337125,0.9378999594322982
2011-06-01,84.39,71.39,98.27,27773.0,2.53,0.29,0.01,0.88,0.19,0.23,0.51,0.7,0.48,4.435448911169876,0.2993206972710754,WTI Crude Oil,96.26,4.567052863874963,0.8737270280360214
2011-07-01,78.92,59.02,102.11,27120.0,2.37,0.16,0.05,0.67,0.27,0.19,0.49,0.55,0.55,4.368434681154414,0.27329086471425296,UK Brent Crude Oil,116.97,4.761917491662616,0.9483157096048354
2011-07-01,78.92,59.02,102.11,27120.0,2.37,0.16,0.05,0.67,0.27,0.19,0.49,0.55,0.55,4.368434681154414,0.27329086471425296,WTI Crude Oil,97.3,4.577798989191959,0.8778403416141093
2011-08-01,86.95,63.5,112.5,26687.0,2.61,0.24,0.01,0.76,0.17,0.08,0.59,0.81,0.4,4.465333240800292,0.310928442315272,UK Brent Crude Oil,110.22,4.70247836845509,0.9255640902679134
2011-08-01,86.95,63.5,112.5,26687.0,2.61,0.24,0.01,0.76,0.17,0.08,0.59,0.81,0.4,4.465333240800292,0.310928442315272,WTI Crude Oil,86.33,4.4581771622474315,0.832052481293107
2011-09-01,83.35,70.61,95.27,28160.0,2.5,0.29,0.04,0.89,0.23,0.16,0.43,0.61,0.43,4.423048609196803,0.2945041413852785,WTI Crude Oil,85.52,4.4487502667167895,0.8284441316562311
2011-09-01,83.35,70.61,95.27,28160.0,2.5,0.29,0.04,0.89,0.23,0.16,0.43,0.61,0.43,4.423048609196803,0.2945041413852785,UK Brent Crude Oil,112.83,4.725882261150355,0.9345224400697056
2011-10-01,76.34,64.19,92.34,28475.0,2.29,0.26,0.05,0.57,0.27,0.19,0.47,0.64,0.62,4.3351970473170836,0.2603806209768991,WTI Crude Oil,86.32,4.458061320949879,0.8320081405127727
2011-10-01,76.34,64.19,92.34,28475.0,2.29,0.26,0.05,0.57,0.27,0.19,0.47,0.64,0.62,4.3351970473170836,0.2603806209768991,UK Brent Crude Oil,109.55,4.696381066041475,0.9232302149344513
2011-11-01,83.16,95.57,70.11,28105.0,2.49,0.27,0.01,1.21,0.58,0.14,0.56,0.5,0.27,4.420766462989812,0.2936177045251601,UK Brent Crude Oil,110.77,4.7074559795288415,0.9274693793476639
2011-11-01,83.16,95.57,70.11,28105.0,2.49,0.27,0.01,1.21,0.58,0.14,0.56,0.5,0.27,4.420766462989812,0.2936177045251601,WTI Crude Oil,97.16,4.576359104133972,0.8772891942391072
2011-12-01,85.34,88.89,77.48,26292.0,2.56,0.24,0.01,0.98,0.73,0.14,0.44,0.6,0.32,4.446643277759854,0.3036688407601463,UK Brent Crude Oil,107.87,4.680926798387338,0.9173147573061444
2011-12-01,85.34,88.89,77.48,26292.0,2.56,0.24,0.01,0.98,0.73,0.14,0.44,0.6,0.32,4.446643277759854,0.3036688407601463,WTI Crude Oil,98.56,4.59066549978521,0.8827652788509872
2012-01-01,79.63,93.61,62.07,26920.0,2.39,0.31,0.02,1.14,0.67,0.12,0.3,0.55,0.36,4.377390906269353,0.27676966376975615,WTI Crude Oil,100.27,4.607866547535834,0.8893493546162378
2012-01-01,79.63,93.61,62.07,26920.0,2.39,0.31,0.02,1.14,0.67,0.12,0.3,0.55,0.36,4.377390906269353,0.27676966376975615,UK Brent Crude Oil,110.69,4.706733501397532,0.9271928351031365
2012-02-01,92.45,104.21,78.6,26255.0,2.77,0.27,0.01,1.17,0.78,0.13,0.44,0.4,0.48,4.5266679578331335,0.33475222442716984,UK Brent Crude Oil,119.33,4.781892764381564,0.9559616804154407
2012-02-01,92.45,104.21,78.6,26255.0,2.77,0.27,0.01,1.17,0.78,0.13,0.44,0.4,0.48,4.5266679578331335,0.33475222442716984,WTI Crude Oil,102.2,4.626931677769604,0.8966469485624529
2012-03-01,88.76,87.86,85.86,28998.0,2.66,0.35,0.03,1.06,0.76,0.19,0.45,0.56,0.4,4.485936098064394,0.31893105496415197,WTI Crude Oil,106.16,4.664947390023952,0.9111982906307589
2012-03-01,88.76,87.86,85.86,28998.0,2.66,0.35,0.03,1.06,0.76,0.19,0.45,0.56,0.4,4.485936098064394,0.31893105496415197,UK Brent Crude Oil,125.45,4.8319072728124315,0.9751058231237619
2012-04-01,96.02,101.92,86.38,26355.0,2.88,0.35,0.05,1.19,0.74,0.11,0.43,0.61,0.35,4.564556503102795,0.34946898665756965,UK Brent Crude Oil,119.75,4.785406236291025,0.9573065383326063
2012-04-01,96.02,101.92,86.38,26355.0,2.88,0.35,0.05,1.19,0.74,0.11,0.43,0.61,0.35,4.564556503102795,0.34946898665756965,WTI Crude Oil,103.32,4.6378309682276395,0.9008188894350997
2012-05-01,78.17,80.63,69.74,27680.0,2.34,0.27,0.05,0.95,0.71,0.16,0.31,0.46,0.46,4.358885942232239,0.26958191998392184,UK Brent Crude Oil,110.34,4.703566507844284,0.9259805993251219
2012-05-01,78.17,80.63,69.74,27680.0,2.34,0.27,0.05,0.95,0.71,0.16,0.31,0.46,0.46,4.358885942232239,0.26958191998392184,WTI Crude Oil,94.66,4.5502915244781015,0.8673112602225745
2012-06-01,77.82,70.23,82.17,26733.0,2.33,0.21,0.02,0.8,0.53,0.1,0.35,0.55,0.3,4.354398467556408,0.26783888399905836,WTI Crude Oil,82.3,4.410371107683024,0.813753672415122
2012-06-01,77.82,70.23,82.17,26733.0,2.33,0.21,0.02,0.8,0.53,0.1,0.35,0.55,0.3,4.354398467556408,0.26783888399905836,UK Brent Crude Oil,95.16,4.555559685434757,0.86932776359987
2012-07-01,82.81,79.34,91.0,25969.0,2.48,0.21,0.0,1.09,0.39,0.12,0.42,0.57,0.45,4.416548827045609,0.2919794799661683,UK Brent Crude Oil,102.62,4.631032845513819,0.8982167598637985
2012-07-01,82.81,79.34,91.0,25969.0,2.48,0.21,0.0,1.09,0.39,0.12,0.42,0.57,0.45,4.416548827045609,0.2919794799661683,WTI Crude Oil,87.9,4.476199804691132,0.8389510403262356
2012-08-01,74.88,70.99,78.11,26760.0,2.25,0.23,0.05,0.86,0.5,0.14,0.4,0.74,0.35,4.315886832169337,0.25288009956799695,UK Brent Crude Oil,113.36,4.730568595382425,0.9363162365926015
2012-08-01,74.88,70.99,78.11,26760.0,2.25,0.23,0.05,0.86,0.5,0.14,0.4,0.74,0.35,4.315886832169337,0.25288009956799695,WTI Crude Oil,94.13,4.544676805559129,0.8651621042351574
2012-09-01,69.28,68.4,65.87,27286.0,2.08,0.17,0.05,0.69,0.7,0.17,0.3,0.45,0.42,4.2381562642541795,0.222687800605352,UK Brent Crude Oil,112.86,4.726148112540994,0.9346242004812595
2012-09-01,69.28,68.4,65.87,27286.0,2.08,0.17,0.05,0.69,0.7,0.17,0.3,0.45,0.42,4.2381562642541795,0.222687800605352,WTI Crude Oil,94.51,4.548705649006965,0.8667042318364206
2012-10-01,81.66,74.21,88.03,28660.0,2.45,0.36,0.02,0.61,0.5,0.13,0.36,0.56,0.69,4.40256428589143,0.286547569989089,WTI Crude Oil,89.49,4.494126887194767,0.8458130217104539
2012-10-01,81.66,74.21,88.03,28660.0,2.45,0.36,0.02,0.61,0.5,0.13,0.36,0.56,0.69,4.40256428589143,0.286547569989089,UK Brent Crude Oil,111.71,4.715906227582757,0.9307038958857696
2012-11-01,81.39,75.66,89.05,28183.0,2.44,0.27,0.01,0.82,0.23,0.16,0.42,0.56,0.58,4.3992524153389505,0.2852611650582107,UK Brent Crude Oil,109.06,4.691898189497915,0.9215142962743226
2012-11-01,81.39,75.66,89.05,28183.0,2.44,0.27,0.01,0.82,0.23,0.16,0.42,0.56,0.58,4.3992524153389505,0.2852611650582107,WTI Crude Oil,86.53,4.460491174618648,0.832938219940816
2012-12-01,74.83,66.24,82.98,25752.0,2.24,0.29,0.03,0.69,0.37,0.14,0.33,0.69,0.46,4.315218874092267,0.25262064964374803,UK Brent Crude Oil,109.49,4.6958332208853335,0.9230205152656896
2012-12-01,74.83,66.24,82.98,25752.0,2.24,0.29,0.03,0.69,0.37,0.14,0.33,0.69,0.46,4.315218874092267,0.25262064964374803,WTI Crude Oil,87.86,4.475744638547633,0.8387768155686499
