period,GPR,gpr_threats,gpr_acts,total_articles,gpr_article_proportion,cat_1,cat_2,cat_3,cat_4,cat_5,cat_6,cat_7,cat_8,log_GPR,normalized_gpr,product,price,log_price,normalized_price
2018-04-01,123.26,146.4,94.31,23153.0,3.7,0.45,0.04,1.3,0.55,0.06,0.43,0.58,0.43,4.814295945534097,0.44647339703162275,WTI Crude Oil,66.25,4.193435464866331,0.7307168290090786
2018-05-01,125.67,172.22,63.22,23798.0,3.77,0.26,0.04,1.82,1.25,0.1,0.3,0.27,0.4,4.833659423627053,0.45399460696511107,UK Brent Crude Oil,76.98,4.3435456478556,0.7881747718196332
2018-05-01,125.67,172.22,63.22,23798.0,3.77,0.26,0.04,1.82,1.25,0.1,0.3,0.27,0.4,4.833659423627053,0.45399460696511107,WTI Crude Oil,69.98,4.248209486939542,0.7516827792538505
2018-06-01,103.97,137.02,56.64,24211.0,3.12,0.51,0.1,1.29,0.77,0.06,0.51,0.24,0.3,4.644102395989878,0.38036639862449084,UK Brent Crude Oil,74.41,4.309590341409169,0.7751776385335234
2018-06-01,103.97,137.02,56.64,24211.0,3.12,0.51,0.1,1.29,0.77,0.06,0.51,0.24,0.3,4.644102395989878,0.38036639862449084,WTI Crude Oil,67.87,4.217594110715667,0.7399640770234975
2018-07-01,110.03,129.1,84.41,23423.0,3.3,0.31,0.0,0.95,0.67,0.1,0.48,0.39,0.29,4.700753055881822,0.4023707877054452,UK Brent Crude Oil,74.25,4.307437777682809,0.774353697871922
2018-07-01,110.03,129.1,84.41,23423.0,3.3,0.31,0.0,0.95,0.67,0.1,0.48,0.39,0.29,4.700753055881822,0.4023707877054452,WTI Crude Oil,70.98,4.2623981472183505,0.7571137980869729
2018-08-01,112.74,145.11,68.58,22327.0,3.38,0.29,0.03,1.28,0.56,0.15,0.44,0.47,0.27,4.7250842826534285,0.4118215828368804,WTI Crude Oil,68.06,4.22038966907276,0.7410341378881685
2018-08-01,112.74,145.11,68.58,22327.0,3.38,0.29,0.03,1.28,0.56,0.15,0.44,0.47,0.27,4.7250842826534285,0.4118215828368804,UK Brent Crude Oil,72.53,4.284000269375321,0.7653824809622083
2018-09-01,75.05,88.62,51.16,23810.0,2.25,0.35,0.0,0.8,0.34,0.01,0.31,0.32,0.32,4.318154558079471,0.2537609352608334,WTI Crude Oil,70.23,4.251775570170929,0.7530477753006635
2018-09-01,75.05,88.62,51.16,23810.0,2.25,0.35,0.0,0.8,0.34,0.01,0.31,0.32,0.32,4.318154558079471,0.2537609352608334,UK Brent Crude Oil,78.89,4.368054477106998,0.7975560601602194
2018-10-01,92.02,115.21,61.15,24276.0,2.76,0.19,0.07,1.17,0.36,0.06,0.33,0.21,0.27,4.522005944727322,0.3329413937947208,UK Brent Crude Oil,81.03,4.394819456472634,0.80780093910908
2018-10-01,92.02,115.21,61.15,24276.0,2.76,0.19,0.07,1.17,0.36,0.06,0.33,0.21,0.27,4.522005944727322,0.3329413937947208,WTI Crude Oil,70.75,4.259152536523347,0.7558714698852134
2018-11-01,80.41,105.17,47.4,23593.0,2.41,0.2,0.01,1.22,0.31,0.06,0.29,0.31,0.12,4.387138546560058,0.2805558662603711,WTI Crude Oil,56.96,4.04234926710372,0.6728852952807582
2018-11-01,80.41,105.17,47.4,23593.0,2.41,0.2,0.01,1.22,0.31,0.06,0.29,0.31,0.12,4.387138546560058,0.2805558662603711,UK Brent Crude Oil,64.75,4.1705337005796475,0.7219506797949434
2018-12-01,90.61,106.06,66.24,21305.0,2.72,0.26,0.02,1.21,0.31,0.15,0.29,0.2,0.36,4.5065645822339695,0.32694362167888164,WTI Crude Oil,49.52,3.9023766283763406,0.6193077183910202
2018-12-01,90.61,106.06,66.24,21305.0,2.72,0.26,0.02,1.21,0.31,0.15,0.29,0.2,0.36,4.5065645822339695,0.32694362167888164,UK Brent Crude Oil,57.36,4.0493471962913645,0.6755639051328608
2019-01-01,87.42,112.98,55.73,23530.0,2.62,0.25,0.06,1.27,0.47,0.18,0.33,0.33,0.28,4.470724089435168,0.3130223690420677,WTI Crude Oil,51.38,3.9392489916817377,0.633421418740336
2019-01-01,87.42,112.98,55.73,23530.0,2.62,0.25,0.06,1.27,0.47,0.18,0.33,0.33,0.28,4.470724089435168,0.3130223690420677,UK Brent Crude Oil,59.41,4.08446256236765,0.6890050765151322
2019-02-01,96.8,127.86,57.51,21182.0,2.9,0.38,0.15,1.36,0.75,0.08,0.31,0.18,0.41,4.572646994282532,0.3526115152020656,WTI Crude Oil,54.95,4.006423680849631,0.6591339944741321
2019-02-01,96.8,127.86,57.51,21182.0,2.9,0.38,0.15,1.36,0.75,0.08,0.31,0.18,0.41,4.572646994282532,0.3526115152020656,UK Brent Crude Oil,63.96,4.158257887965753,0.7172518450784962
2019-03-01,82.33,90.79,66.64,23974.0,2.47,0.17,0.04,1.1,0.38,0.17,0.29,0.19,0.64,4.410735561310335,0.2897214769470696,UK Brent Crude Oil,66.14,4.191773707553646,0.7300807551949251
2019-03-01,82.33,90.79,66.64,23974.0,2.47,0.17,0.04,1.1,0.38,0.17,0.29,0.19,0.64,4.410735561310335,0.2897214769470696,WTI Crude Oil,58.15,4.063025878964673,0.6807997189272047
2019-04-01,79.25,95.46,57.52,22338.0,2.38,0.22,0.03,1.11,0.17,0.17,0.25,0.14,0.57,4.37260741275739,0.27491164741823937,UK Brent Crude Oil,71.23,4.265914077990263,0.7584595971873099
2019-04-01,79.25,95.46,57.52,22338.0,2.38,0.22,0.03,1.11,0.17,0.17,0.25,0.14,0.57,4.37260741275739,0.27491164741823937,WTI Crude Oil,63.86,4.156693187286636,0.7166529218052976
2019-05-01,106.47,134.97,64.66,23266.0,3.19,0.6,0.0,1.57,0.48,0.12,0.22,0.27,0.42,4.667863255326515,0.3895956502296525,UK Brent Crude Oil,71.32,4.267176792994939,0.7589429288646147
2019-05-01,106.47,134.97,64.66,23266.0,3.19,0.6,0.0,1.57,0.48,0.12,0.22,0.27,0.42,4.667863255326515,0.3895956502296525,WTI Crude Oil,60.83,4.108083088332614,0.6980463474204321
2019-06-01,106.59,142.65,53.42,23178.0,3.2,0.54,0.09,1.69,0.74,0.08,0.39,0.15,0.2,4.668989698701045,0.3900331861442932,WTI Crude Oil,54.66,4.001132180499922,0.657108557435678
2019-06-01,106.59,142.65,53.42,23178.0,3.2,0.54,0.09,1.69,0.74,0.08,0.39,0.15,0.2,4.668989698701045,0.3900331861442932,UK Brent Crude Oil,64.22,4.162314688661368,0.7188046739254181
2019-07-01,93.52,126.93,47.42,22602.0,2.81,0.33,0.05,1.77,0.74,0.09,0.24,0.24,0.21,4.538175317163813,0.33922194132878425,UK Brent Crude Oil,63.92,4.157632301458019,0.7170123882137542
2019-07-01,93.52,126.93,47.42,22602.0,2.81,0.33,0.05,1.77,0.74,0.09,0.24,0.24,0.21,4.538175317163813,0.33922194132878425,WTI Crude Oil,57.35,4.04917284357538,0.6754971678324031
2019-08-01,103.4,124.73,70.1,22602.0,3.1,0.43,0.03,1.44,0.66,0.4,0.55,0.37,0.55,4.638604962074329,0.378231071780014,WTI Crude Oil,54.81,4.003872659058025,0.6581575353073279
2019-08-01,103.4,124.73,70.1,22602.0,3.1,0.43,0.03,1.44,0.66,0.4,0.55,0.37,0.55,4.638604962074329,0.378231071780014,UK Brent Crude Oil,59.04,4.078215180292217,0.6866137549215028
2019-09-01,90.37,110.87,67.81,22579.0,2.71,0.34,0.03,1.36,0.34,0.18,0.44,0.42,0.41,4.503912353913864,0.32591343661133887,UK Brent Crude Oil,62.83,4.140432666414855,0.7104288531930611
2019-09-01,90.37,110.87,67.81,22579.0,2.71,0.34,0.03,1.36,0.34,0.18,0.44,0.42,0.41,4.503912353913864,0.32591343661133887,WTI Crude Oil,56.95,4.0421736898931915,0.6728180892783372
2019-10-01,97.84,121.31,69.97,23786.0,2.93,0.34,0.01,1.48,0.22,0.17,0.43,0.53,0.3,4.583333491378917,0.35676239076944427,UK Brent Crude Oil,59.71,4.089499510558901,0.6909330781693127
2019-10-01,97.84,121.31,69.97,23786.0,2.93,0.34,0.01,1.48,0.22,0.17,0.43,0.53,0.3,4.583333491378917,0.35676239076944427,WTI Crude Oil,53.96,3.988243031339555,0.6521749547940371
2019-11-01,73.08,84.59,53.03,22720.0,2.19,0.25,0.03,1.15,0.28,0.17,0.25,0.29,0.38,4.291554731509806,0.24342896499885833,UK Brent Crude Oil,63.21,4.146462516484207,0.7127369096722528
2019-11-01,73.08,84.59,53.03,22720.0,2.19,0.25,0.03,1.15,0.28,0.17,0.25,0.29,0.38,4.291554731509806,0.24342896499885833,WTI Crude Oil,57.03,4.043577445168448,0.6733554071918825
2019-12-01,74.28,80.11,63.33,20602.0,2.23,0.25,0.02,0.83,0.33,0.11,0.21,0.25,0.41,4.307841736484505,0.2497552036536297,UK Brent Crude Oil,67.31,4.209308814022622,0.7367926992123633
2019-12-01,74.28,80.11,63.33,20602.0,2.23,0.25,0.02,0.83,0.33,0.11,0.21,0.25,0.41,4.307841736484505,0.2497552036536297,WTI Crude Oil,59.88,4.092342559551428,0.6920213171093178
2020-01-01,138.42,190.84,81.65,22665.0,4.15,1.05,0.02,2.17,0.5,0.24,0.6,0.5,0.46,4.930292541413717,0.4915290809842892,WTI Crude Oil,57.52,4.052132713412791,0.6766301224958242
2020-01-01,138.42,190.84,81.65,22665.0,4.15,1.05,0.02,2.17,0.5,0.24,0.6,0.5,0.46,4.930292541413717,0.4915290809842892,UK Brent Crude Oil,63.65,4.153399325003416,0.7153921242569485
2020-02-01,75.96,87.16,56.69,22430.0,2.28,0.18,0.0,1.33,0.15,0.18,0.28,0.33,0.28,4.330206885944085,0.2584423301849179,UK Brent Crude Oil,55.66,4.019261756097745,0.6640480474631719
2020-02-01,75.96,87.16,56.69,22430.0,2.28,0.18,0.0,1.33,0.15,0.18,0.28,0.33,0.28,4.330206885944085,0.2584423301849179,WTI Crude Oil,50.54,3.922765101960048,0.6271118508345261
2020-03-01,81.54,97.09,62.9,23388.0,2.45,0.3,0.0,1.69,0.21,0.14,0.29,0.3,0.51,4.401093697391107,0.28597636037562996,UK Brent Crude Oil,32.01,3.4660483539817717,0.45229356560310846
2020-03-01,81.54,97.09,62.9,23388.0,2.45,0.3,0.0,1.69,0.21,0.14,0.29,0.3,0.51,4.401093697391107,0.28597636037562996,WTI Crude Oil,29.21,3.3745111163996495,0.4172556937059986
2020-04-01,69.34,81.76,47.59,21541.0,2.08,0.3,0.05,1.42,0.14,0.17,0.18,0.29,0.3,4.239021940256878,0.22302404861407343,UK Brent Crude Oil,18.38,2.911263116927541,0.2399374296767349
2020-04-01,69.34,81.76,47.59,21541.0,2.08,0.3,0.05,1.42,0.14,0.17,0.18,0.29,0.3,4.239021940256878,0.22302404861407343,WTI Crude Oil,16.55,2.806386101823072,0.1997934673151339
2020-05-01,68.51,83.36,42.3,22192.0,2.05,0.25,0.0,1.63,0.29,0.14,0.33,0.07,0.38,4.226979720014808,0.21834657971767424,WTI Crude Oil,28.56,3.3520071374713836,0.40864180550387263
2020-05-01,68.51,83.36,42.3,22192.0,2.05,0.25,0.0,1.63,0.29,0.14,0.33,0.07,0.38,4.226979720014808,0.21834657971767424,UK Brent Crude Oil,29.38,3.380314170745731,0.4194769391811809
2020-06-01,71.23,85.87,49.76,21672.0,2.14,0.15,0.0,1.64,0.18,0.14,0.28,0.17,0.26,4.265914077990263,0.2334695590994362,UK Brent Crude Oil,40.27,3.695606774863363,0.5401620523108932
2020-06-01,71.23,85.87,49.76,21672.0,2.14,0.15,0.0,1.64,0.18,0.14,0.28,0.17,0.26,4.265914077990263,0.2334695590994362,WTI Crude Oil,38.31,3.6457109587125576,0.5210633416585727
2020-07-01,66.47,88.74,36.25,22219.0,1.99,0.19,0.01,1.58,0.16,0.04,0.32,0.18,0.21,4.19675071805349,0.20660495619635028,WTI Crude Oil,40.71,3.7064737625148876,0.5443216285806053
2020-07-01,66.47,88.74,36.25,22219.0,1.99,0.19,0.01,1.58,0.16,0.04,0.32,0.18,0.21,4.19675071805349,0.20660495619635028,UK Brent Crude Oil,43.24,3.7667659927710075,0.5673997932260018
2020-08-01,65.47,90.01,28.45,22459.0,1.96,0.14,0.01,1.4,0.17,0.06,0.19,0.09,0.16,4.181592022453,0.20071697825241847,UK Brent Crude Oil,44.74,3.8008679560619836,0.580453062614399
2020-08-01,65.47,90.01,28.45,22459.0,1.96,0.14,0.01,1.4,0.17,0.06,0.19,0.09,0.16,4.181592022453,0.20071697825241847,WTI Crude Oil,42.34,3.745732265706719,0.5593486759554359
2020-09-01,80.38,101.26,49.52,22316.0,2.41,0.22,0.04,1.22,0.1,0.19,0.18,0.16,0.28,4.386765389021055,0.28041092348843566,UK Brent Crude Oil,40.91,3.711374531941307,0.5461975048457822
2020-09-01,80.38,101.26,49.52,22316.0,2.41,0.22,0.04,1.22,0.1,0.19,0.18,0.16,0.28,4.386765389021055,0.28041092348843566,WTI Crude Oil,39.63,3.679586407202344,0.534029907572007
2020-10-01,76.08,97.65,42.68,23707.0,2.28,0.13,0.03,1.13,0.14,0.16,0.21,0.13,0.25,4.331785418237135,0.2590554675926617,WTI Crude Oil,39.4,3.673765816303888,0.5318019495993555
2020-10-01,76.08,97.65,42.68,23707.0,2.28,0.13,0.03,1.13,0.14,0.16,0.21,0.13,0.25,4.331785418237135,0.2590554675926617,UK Brent Crude Oil,40.19,3.6936182084611096,0.5394008851979077
2020-11-01,70.07,79.04,62.31,21793.0,2.1,0.28,0.01,0.84,0.25,0.15,0.36,0.19,0.25,4.249494742382442,0.22709192025366814,UK Brent Crude Oil,42.69,3.7539647007698704,0.562499819826095
2020-11-01,70.07,79.04,62.31,21793.0,2.1,0.28,0.01,0.84,0.25,0.15,0.36,0.19,0.25,4.249494742382442,0.22709192025366814,WTI Crude Oil,40.94,3.7121075802331434,0.5464780950495308
2020-12-01,64.07,86.82,31.74,21180.0,1.92,0.25,0.03,1.21,0.28,0.15,0.2,0.11,0.28,4.15997623565093,0.19232092101335108,WTI Crude Oil,47.02,3.8505730431119236,0.599478767548176
2020-12-01,64.07,86.82,31.74,21180.0,1.92,0.25,0.03,1.21,0.28,0.15,0.2,0.11,0.28,4.15997623565093,0.19232092101335108,UK Brent Crude Oil,49.99,3.911822985425479,0.6229235173480854
2021-01-01,77.42,98.48,48.29,22609.0,2.32,0.16,0.03,1.13,0.39,0.13,0.26,0.14,0.49,4.349245145149502,0.26583721779574415,UK Brent Crude Oil,54.77,4.00314259879563,0.6578780888369445
2021-01-01,77.42,98.48,48.29,22609.0,2.32,0.16,0.03,1.13,0.39,0.13,0.26,0.14,0.49,4.349245145149502,0.26583721779574415,WTI Crude Oil,52.0,3.9512437185814275,0.6380126617759925
2021-02-01,73.96,94.48,46.33,20692.0,2.22,0.24,0.0,1.04,0.23,0.21,0.18,0.18,0.28,4.303524406518924,0.2480782556968941,WTI Crude Oil,59.04,4.078215180292217,0.6866137549215028
2021-02-01,73.96,94.48,46.33,20692.0,2.22,0.24,0.0,1.04,0.23,0.21,0.18,0.18,0.28,4.303524406518924,0.2480782556968941,UK Brent Crude Oil,62.28,4.131640346965797,0.7070634013761633
2021-03-01,78.62,100.85,49.42,22900.0,2.36,0.22,0.01,1.19,0.3,0.22,0.19,0.15,0.3,4.364626119993714,0.27181153399191865,UK Brent Crude Oil,65.41,4.180675151973121,0.7258325412554939
2021-03-01,78.62,100.85,49.42,22900.0,2.36,0.22,0.01,1.19,0.3,0.22,0.19,0.15,0.3,4.364626119993714,0.27181153399191865,WTI Crude Oil,62.33,4.132442850820759,0.7073705772098435
2021-04-01,88.17,109.59,67.87,21479.0,2.64,0.23,0.02,1.44,0.38,0.14,0.31,0.21,0.37,4.479266769098936,0.3163405377531479,UK Brent Crude Oil,64.81,4.171459912439625,0.7223052075626222
2021-04-01,88.17,109.59,67.87,21479.0,2.64,0.23,0.02,1.44,0.38,0.14,0.31,0.21,0.37,4.479266769098936,0.3163405377531479,WTI Crude Oil,61.72,4.12260802749496,0.7036060843223352
2021-05-01,93.01,120.78,52.63,22010.0,2.79,0.28,0.04,1.53,0.25,0.15,0.33,0.21,0.4,4.532707014254376,0.33709792962157215,UK Brent Crude Oil,68.53,4.227271605597732,0.7436683490216396
2021-05-01,93.01,120.78,52.63,22010.0,2.79,0.28,0.04,1.53,0.25,0.15,0.33,0.21,0.4,4.532707014254376,0.33709792962157215,WTI Crude Oil,65.17,4.176999240344289,0.7244255059968586
2021-06-01,74.13,92.55,46.35,21544.0,2.22,0.19,0.02,1.23,0.24,0.08,0.24,0.27,0.32,4.305820308668628,0.24897003567421933,WTI Crude Oil,71.38,4.268017718062014,0.7592648112542684
2021-06-01,74.13,92.55,46.35,21544.0,2.22,0.19,0.02,1.23,0.24,0.08,0.24,0.27,0.32,4.305820308668628,0.24897003567421933,UK Brent Crude Oil,73.16,4.292648823522665,0.768692903477832
2021-07-01,58.42,64.04,50.72,22314.0,1.75,0.22,0.0,0.74,0.08,0.12,0.25,0.28,0.43,4.067658296959595,0.15646255950457855,WTI Crude Oil,72.49,4.283448621312786,0.765171325648175
2021-07-01,58.42,64.04,50.72,22314.0,1.75,0.22,0.0,0.74,0.08,0.12,0.25,0.28,0.43,4.067658296959595,0.15646255950457855,UK Brent Crude Oil,75.17,4.319752215189378,0.7790673171075148
2021-08-01,89.49,103.2,76.48,20715.0,2.68,0.2,0.0,0.78,0.19,0.45,0.2,0.31,0.61,4.494126887194767,0.32211254148608426,UK Brent Crude Oil,70.61,4.257171777528256,0.7551132912274099
2021-08-01,89.49,103.2,76.48,20715.0,2.68,0.2,0.0,0.78,0.19,0.45,0.2,0.31,0.61,4.494126887194767,0.32211254148608426,WTI Crude Oil,67.7,4.215086179918229,0.7390041118734829
2021-09-01,80.7,92.05,67.94,21360.0,2.42,0.2,0.09,1.18,0.3,0.22,0.37,0.2,0.53,4.390738575275903,0.2819541982959938,UK Brent Crude Oil,74.49,4.310664888188185,0.7755889447230601
2021-09-01,80.7,92.05,67.94,21360.0,2.42,0.2,0.09,1.18,0.3,0.22,0.37,0.2,0.53,4.390738575275903,0.2819541982959938,WTI Crude Oil,71.65,4.271793154274181,0.7607099417153984
2021-10-01,79.03,93.81,61.15,22317.0,2.37,0.24,0.0,0.89,0.33,0.1,0.25,0.31,0.27,4.369827527216884,0.2738318774181989,WTI Crude Oil,81.48,4.400357591358605,0.809920780889421
2021-10-01,79.03,93.81,61.15,22317.0,2.37,0.24,0.0,0.89,0.33,0.1,0.25,0.31,0.27,4.369827527216884,0.2738318774181989,UK Brent Crude Oil,83.54,4.425325559069029,0.8194778144779009
2021-11-01,86.57,121.5,39.74,21105.0,2.6,0.36,0.0,1.27,0.26,0.06,0.13,0.16,0.18,4.460953335227682,0.309227188586871,WTI Crude Oil,79.15,4.371344786327021,0.7988154976962234
2021-11-01,86.57,121.5,39.74,21105.0,2.6,0.36,0.0,1.27,0.26,0.06,0.13,0.16,0.18,4.460953335227682,0.309227188586871,UK Brent Crude Oil,81.05,4.395066248181685,0.8078954040122758
2021-12-01,105.35,155.31,47.65,20255.0,3.16,0.42,0.05,1.83,0.3,0.05,0.26,0.29,0.26,4.6572881402501976,0.38548803794130465,UK Brent Crude Oil,74.17,4.306359755748467,0.7739410614909752
2021-12-01,105.35,155.31,47.65,20255.0,3.16,0.42,0.05,1.83,0.3,0.05,0.26,0.29,0.26,4.6572881402501976,0.38548803794130465,WTI Crude Oil,71.71,4.272630207894483,0.7610303422244574
2022-01-01,138.67,199.49,63.25,20628.0,4.16,0.56,0.05,2.11,0.4,0.24,0.39,0.32,0.43,4.932097009765773,0.49222997703349036,WTI Crude Oil,83.22,4.421487703554795,0.8180087916690498
2022-01-01,138.67,199.49,63.25,20628.0,4.16,0.56,0.05,2.11,0.4,0.24,0.39,0.32,0.43,4.932097009765773,0.49222997703349036,UK Brent Crude Oil,86.51,4.460260014192283,0.8328497382516085
2022-02-01,216.16,320.61,105.22,19866.0,6.48,0.84,0.13,3.17,0.48,0.2,0.75,0.43,0.31,5.376018874211889,0.664659202843872,UK Brent Crude Oil,97.13,4.5760502874142395,0.8771709879118084
2022-02-01,216.16,320.61,105.22,19866.0,6.48,0.84,0.13,3.17,0.48,0.2,0.75,0.43,0.31,5.376018874211889,0.664659202843872,WTI Crude Oil,91.64,4.517867857585295,0.8549003953436174
2022-03-01,318.95,403.71,250.96,20770.0,9.57,1.37,0.06,3.92,1.04,0.02,1.93,0.54,0.23,5.765034350687964,0.8157615539765867,WTI Crude Oil,108.5,4.686750172980514,0.9195437807985952
2022-03-01,318.95,403.71,250.96,20770.0,9.57,1.37,0.06,3.92,1.04,0.02,1.93,0.54,0.23,5.765034350687964,0.8157615539765867,UK Brent Crude Oil,117.25,4.764308407326388,0.9492308846631705
2022-04-01,191.14,221.91,184.42,17146.0,5.73,0.85,0.02,2.46,0.56,0.05,1.67,0.67,0.29,5.253006143838033,0.6168782946210922,WTI Crude Oil,101.78,4.622813621160686,0.8950706726802049
2022-04-01,191.14,221.91,184.42,17146.0,5.73,0.85,0.02,2.46,0.56,0.05,1.67,0.67,0.29,5.253006143838033,0.6168782946210922,UK Brent Crude Oil,104.58,4.649952328759984,0.9054586042524707
2022-05-01,142.26,166.42,140.14,17671.0,4.27,0.4,0.09,2.0,0.59,0.07,1.14,0.42,0.4,4.9576563693053695,0.502157806524657,WTI Crude Oil,109.55,4.696381066041475,0.9232302149344513
2022-05-01,142.26,166.42,140.14,17671.0,4.27,0.4,0.09,2.0,0.59,0.07,1.14,0.42,0.4,4.9576563693053695,0.502157806524657,UK Brent Crude Oil,113.34,4.730392150741473,0.9362486985622883
2022-06-01,130.71,160.73,114.81,16988.0,3.92,0.6,0.06,2.22,0.39,0.09,1.06,0.49,0.22,4.872981128797461,0.46926804069998057,WTI Crude Oil,114.84,4.743539855252863,0.9412812688973704
2022-06-01,130.71,160.73,114.81,16988.0,3.92,0.6,0.06,2.22,0.39,0.09,1.06,0.49,0.22,4.872981128797461,0.46926804069998057,UK Brent Crude Oil,122.71,4.809823847988456,0.9666529111671635
2022-07-01,117.18,141.24,97.84,17214.0,3.51,0.34,0.11,1.96,0.25,0.11,1.24,0.38,0.2,4.7637112141166424,0.4268251508542902,WTI Crude Oil,101.62,4.621240366165586,0.8944684750562012
2022-07-01,117.18,141.24,97.84,17214.0,3.51,0.34,0.11,1.96,0.25,0.11,1.24,0.38,0.2,4.7637112141166424,0.4268251508542902,UK Brent Crude Oil,111.93,4.717873675901176,0.9314569795920931
2022-08-01,132.86,159.38,111.16,16888.0,3.99,0.93,0.03,2.23,0.56,0.26,1.05,0.56,0.48,4.889295942237095,0.47560508078730973,WTI Crude Oil,93.67,4.539777967221039,0.8632869671361091
2022-08-01,132.86,159.38,111.16,16888.0,3.99,0.93,0.03,2.23,0.56,0.26,1.05,0.56,0.48,4.889295942237095,0.47560508078730973,UK Brent Crude Oil,100.45,4.609660091260944,0.8900358725508201
2022-09-01,131.99,170.31,108.63,16975.0,3.96,0.68,0.0,2.63,1.04,0.08,0.9,0.58,0.37,4.882726162140863,0.47305323059369253,UK Brent Crude Oil,89.76,4.497139441774387,0.8469661426067348
2022-09-01,131.99,170.31,108.63,16975.0,3.96,0.68,0.0,2.63,1.04,0.08,0.9,0.58,0.37,4.882726162140863,0.47305323059369253,WTI Crude Oil,84.26,4.433907256550871,0.8227626461482772
2022-10-01,143.16,185.28,112.68,17606.0,4.29,0.68,0.08,2.79,1.21,0.14,1.29,0.77,0.39,4.963962885897825,0.5046073992586265,UK Brent Crude Oil,93.33,4.536141599577656,0.861895068199402
2022-10-01,143.16,185.28,112.68,17606.0,4.29,0.68,0.08,2.79,1.21,0.14,1.29,0.77,0.39,4.963962885897825,0.5046073992586265,WTI Crude Oil,87.55,4.472210058731861,0.8374238781404908
2022-11-01,116.72,143.05,98.68,17539.0,3.5,0.48,0.08,2.1,0.86,0.03,1.02,0.52,0.29,4.7597779042145305,0.4252973649180429,WTI Crude Oil,84.37,4.435211888177536,0.8232620223258356
2022-11-01,116.72,143.05,98.68,17539.0,3.5,0.48,0.08,2.1,0.86,0.03,1.02,0.52,0.29,4.7597779042145305,0.4252973649180429,UK Brent Crude Oil,91.42,4.515464272903598,0.853980370942667
2022-12-01,111.2,119.14,109.77,16131.0,3.34,0.45,0.07,1.87,0.48,0.1,1.13,0.5,0.25,4.711330381816482,0.40647925874084495,UK Brent Crude Oil,80.92,4.393461012299545,0.8072809650070282
2022-12-01,111.2,119.14,109.77,16131.0,3.34,0.45,0.07,1.87,0.48,0.1,1.13,0.5,0.25,4.711330381816482,0.40647925874084495,WTI Crude Oil,76.44,4.336506119372072,0.785480238930757
2023-01-01,104.27,113.02,94.63,15828.0,3.13,0.5,0.02,1.34,0.25,0.03,0.87,0.42,0.33,4.646983688801502,0.3814855574869657,UK Brent Crude Oil,82.5,4.412798293340635,0.81468273060377
2023-01-01,104.27,113.02,94.63,15828.0,3.13,0.5,0.02,1.34,0.25,0.03,0.87,0.42,0.33,4.646983688801502,0.3814855574869657,WTI Crude Oil,78.12,4.358246106008478,0.7938016924389851
2023-02-01,120.99,147.05,103.03,14990.0,3.63,0.71,0.05,1.66,0.52,0.02,1.18,0.39,0.25,4.7957078975533864,0.4392533815754362,UK Brent Crude Oil,82.59,4.413888607822626,0.8151000722251325
2023-02-01,120.99,147.05,103.03,14990.0,3.63,0.71,0.05,1.66,0.52,0.02,1.18,0.39,0.25,4.7957078975533864,0.4392533815754362,WTI Crude Oil,76.83,4.341595188879544,0.7874281911542258
2023-03-01,105.38,125.09,86.75,16958.0,3.16,0.53,0.05,1.83,0.4,0.1,0.85,0.52,0.3,4.65757286478114,0.38559863134607175,WTI Crude Oil,73.28,4.294287720365875,0.7693202269492604
2023-03-01,105.38,125.09,86.75,16958.0,3.16,0.53,0.05,1.83,0.4,0.1,0.85,0.52,0.3,4.65757286478114,0.38559863134607175,UK Brent Crude Oil,78.43,4.362206507224575,0.7953176222849812
2023-04-01,106.81,118.17,93.25,15420.0,3.2,0.6,0.04,1.49,0.42,0.09,0.78,0.53,0.33,4.671051555101604,0.3908340574943091,UK Brent Crude Oil,84.64,4.438406968109989,0.8244850087773755
2023-04-01,106.81,118.17,93.25,15420.0,3.2,0.6,0.04,1.49,0.42,0.09,0.78,0.53,0.33,4.671051555101604,0.3908340574943091,WTI Crude Oil,79.45,4.375127892982725,0.8002635641867241
2023-05-01,108.47,122.47,92.76,16506.0,3.25,0.4,0.0,1.4,0.36,0.16,0.88,0.41,0.36,4.686473637052126,0.396824340614134,UK Brent Crude Oil,75.47,4.323735226296777,0.7805919013819814
2023-05-01,108.47,122.47,92.76,16506.0,3.25,0.4,0.0,1.4,0.36,0.16,0.88,0.41,0.36,4.686473637052126,0.396824340614134,WTI Crude Oil,71.58,4.2708157053378795,0.7603358018405156
2023-06-01,110.53,129.41,95.28,16349.0,3.32,0.61,0.04,1.71,0.61,0.06,1.06,0.71,0.24,4.705286977322864,0.40413186465744305,WTI Crude Oil,70.25,4.2520603082138555,0.7531567649898414
2023-06-01,110.53,129.41,95.28,16349.0,3.32,0.61,0.04,1.71,0.61,0.06,1.06,0.71,0.24,4.705286977322864,0.40413186465744305,UK Brent Crude Oil,74.84,4.315352501405889,0.777383230805571
2023-07-01,107.45,123.81,91.77,16104.0,3.22,0.63,0.0,1.66,0.37,0.13,0.91,0.5,0.32,4.67702562308852,0.3931545197207141,WTI Crude Oil,76.07,4.33165396900921,0.7836229726713623
2023-07-01,107.45,123.81,91.77,16104.0,3.22,0.63,0.0,1.66,0.37,0.13,0.91,0.5,0.32,4.67702562308852,0.3931545197207141,UK Brent Crude Oil,80.11,4.383400690227026,0.8034301575615407
