period,product,price,log_price,normalized_price
1995-05-01,UK Brent Crude Oil,18.35,2.9096295745005794,0.23931215572477602
1995-05-01,WTI Crude Oil,19.74,2.9826470340053355,0.267261179094471
1995-04-01,WTI Crude Oil,19.9,2.990719731730447,0.27035118001898856
1995-04-01,UK Brent Crude Oil,18.65,2.9258461460898246,0.24551940179165166
1995-03-01,WTI Crude Oil,18.54,2.919930560137709,0.24325508239266805
1995-03-01,UK Brent Crude Oil,17.01,2.8338014064077703,0.21028727240945014
1995-02-01,UK Brent Crude Oil,17.11,2.839663087904102,0.2125309587036304
1995-02-01,WTI Crude Oil,18.57,2.9215473753646144,0.24387395364438988
1995-01-01,UK Brent Crude Oil,16.55,2.806386101823072,0.1997934673151339
1995-01-01,WTI Crude Oil,18.04,2.8925915146344776,0.23279046712314888
1994-12-01,UK Brent Crude Oil,15.93,2.768204123921957,0.18517848344829682
1994-12-01,WTI Crude Oil,17.16,2.8425810940598164,0.21364788913084778
1994-11-01,WTI Crude Oil,18.07,2.8942531046041373,0.23342647688311383
1994-11-01,UK Brent Crude Oil,17.19,2.844327819394758,0.214316486306617
1994-10-01,UK Brent Crude Oil,16.49,2.8027541365715076,0.19840325348980517
1994-10-01,WTI Crude Oil,17.72,2.8746939451769347,0.2259397825002879
1994-09-01,UK Brent Crude Oil,15.9,2.766319109226186,0.18445695300692494
1994-09-01,WTI Crude Oil,17.45,2.859339648648436,0.22006259099827077
1994-08-01,UK Brent Crude Oil,16.89,2.826721730819709,0.20757737234167659
1994-08-01,WTI Crude Oil,18.38,2.911263116927541,0.2399374296767349
1994-07-01,WTI Crude Oil,19.66,2.9785861147190205,0.26570677376723184
1994-07-01,UK Brent Crude Oil,17.6,2.8678989020441064,0.22333883170570248
1994-06-01,WTI Crude Oil,19.06,2.947591898226056,0.2538430621705441
1994-06-01,UK Brent Crude Oil,16.76,2.818995095053937,0.20461983417133509
1994-05-01,UK Brent Crude Oil,16.19,2.784393767689544,0.19137542230478843
1994-05-01,WTI Crude Oil,17.89,2.884241897520628,0.22959446926967944
1994-04-01,UK Brent Crude Oil,15.23,2.7232671669070703,0.1679778841629952
1994-04-01,WTI Crude Oil,16.42,2.7985001040242823,0.19677492985482442
1994-03-01,UK Brent Crude Oil,13.82,2.626116818339524,0.13079147175006392
1994-03-01,WTI Crude Oil,14.68,2.6864860231863696,0.1538991000970142
1994-02-01,WTI Crude Oil,14.78,2.6932749155200555,0.15649769653922774
1994-02-01,UK Brent Crude Oil,13.8,2.624668592163159,0.130237131630285
1994-01-01,UK Brent Crude Oil,14.29,2.659559991941776,0.1435925750328374
1994-01-01,WTI Crude Oil,15.03,2.710048203764883,0.1629180380345489
1993-12-01,UK Brent Crude Oil,13.73,2.6195832197798796,0.12829059456164563
1993-12-01,WTI Crude Oil,14.52,2.67552700939665,0.14970429881804426
1993-11-01,WTI Crude Oil,16.61,2.8100049236252036,0.2011786501988516
1993-11-01,UK Brent Crude Oil,15.2,2.7212954278522306,0.16722315808382962
1993-10-01,WTI Crude Oil,18.15,2.8986705607108596,0.2351173544458061
1993-10-01,UK Brent Crude Oil,16.61,2.8100049236252036,0.2011786501988516
1993-09-01,UK Brent Crude Oil,16.01,2.7732135270086236,0.18709594161360515
1993-09-01,WTI Crude Oil,17.5,2.8622008809294686,0.22115778998808897
1993-08-01,WTI Crude Oil,18.01,2.8909271591878647,0.23215339881663194
1993-08-01,UK Brent Crude Oil,16.7,2.8154087194227095,0.203247070766397
1993-07-01,UK Brent Crude Oil,16.78,2.8201877010390604,0.20507633009402443
1993-07-01,WTI Crude Oil,17.89,2.884241897520628,0.22959446926967944
1993-06-01,WTI Crude Oil,19.09,2.949164637737656,0.2544450624820079
1993-06-01,UK Brent Crude Oil,17.65,2.8707357833793057,0.22442470984049806
1993-05-01,UK Brent Crude Oil,18.51,2.9183111265854063,0.24263520891985804
1993-05-01,WTI Crude Oil,19.95,2.9932291433358724,0.27131171198052106
1993-04-01,WTI Crude Oil,20.25,3.0081547935525483,0.27702482976828247
1993-04-01,UK Brent Crude Oil,18.67,2.9269179575536315,0.24592966097970095
1993-03-01,UK Brent Crude Oil,18.79,2.933324813425374,0.2483820246431332
1993-03-01,WTI Crude Oil,20.32,3.011605622710281,0.2783457098075012
1993-02-01,UK Brent Crude Oil,18.47,2.9161477942111484,0.24180714632367017
1993-02-01,WTI Crude Oil,20.09,3.000222178826843,0.2739884486636087
1993-01-01,UK Brent Crude Oil,17.39,2.855895328366192,0.2187442023729463
1993-01-01,WTI Crude Oil,19.03,2.946016681308058,0.25324011357780934
1992-12-01,WTI Crude Oil,19.41,2.9657883971809187,0.2608081685709245
1992-12-01,UK Brent Crude Oil,18.14,2.8981194446869907,0.23490640278116315
1992-11-01,UK Brent Crude Oil,19.21,2.955430976780465,0.25684364026789336
1992-11-01,WTI Crude Oil,20.34,3.012589390620414,0.278722268407282
1992-10-01,UK Brent Crude Oil,20.26,3.0086484988205373,0.2772138062153727
1992-10-01,WTI Crude Oil,21.69,3.076851324838783,0.30331992372743194
1992-09-01,UK Brent Crude Oil,20.27,3.0091419604639085,0.2774026894098329
1992-09-01,WTI Crude Oil,21.88,3.0855729775537806,0.30665832631233636
1992-08-01,WTI Crude Oil,21.34,3.060583245873607,0.2970929620902891
1992-08-01,UK Brent Crude Oil,19.74,2.9826470340053355,0.267261179094471
1992-07-01,UK Brent Crude Oil,20.24,3.0076608444192647,0.2768357599764379
1992-07-01,WTI Crude Oil,21.78,3.0809921175048145,0.3049049023308636
1992-06-01,UK Brent Crude Oil,21.16,3.052112606990099,0.29385064051792603
1992-06-01,WTI Crude Oil,22.39,3.1086144306106633,0.3154779444464978
1992-05-01,UK Brent Crude Oil,19.89,2.9902170928658807,0.2701587840431828
1992-05-01,WTI Crude Oil,20.98,3.043569602968151,0.29058061961229237
1992-04-01,WTI Crude Oil,20.23,3.007166651179654,0.2766465967475785
1992-04-01,UK Brent Crude Oil,18.92,2.9402195636237325,0.2510211404892491
1992-03-01,UK Brent Crude Oil,17.63,2.869601996409779,0.2239907281774481
1992-03-01,WTI Crude Oil,18.92,2.9402195636237325,0.2510211404892491
1992-02-01,WTI Crude Oil,19.01,2.944965156500338,0.25283761954933837
1992-02-01,UK Brent Crude Oil,18.05,2.89314568477889,0.23300258781896632
1992-01-01,WTI Crude Oil,18.79,2.933324813425374,0.2483820246431332
1992-01-01,UK Brent Crude Oil,18.16,2.8992213731731473,0.23532818991564047
1991-12-01,UK Brent Crude Oil,18.41,2.9128939952449864,0.24056168388273674
1991-12-01,WTI Crude Oil,19.5,2.970414465569701,0.262578897029362
1991-11-01,WTI Crude Oil,22.46,3.111735949310297,0.3166727737335852
1991-11-01,UK Brent Crude Oil,21.11,3.0497468618602293,0.2929451000298027
1991-10-01,WTI Crude Oil,23.23,3.145444546782318,0.3295754737849858
1991-10-01,UK Brent Crude Oil,22.21,3.100542637906336,0.31238828993840195
1991-09-01,UK Brent Crude Oil,20.5,3.0204248861443626,0.2817214750216632
1991-09-01,WTI Crude Oil,21.89,3.0860299115347716,0.306833227748236
1991-08-01,UK Brent Crude Oil,19.77,2.9841656371825254,0.2678424575445355
1991-08-01,WTI Crude Oil,21.69,3.076851324838783,0.30331992372743194
1991-07-01,UK Brent Crude Oil,19.4,2.9652730660692823,0.2606109143610417
1991-07-01,WTI Crude Oil,21.4,3.0633909220278057,0.2981676613057983
1991-06-01,UK Brent Crude Oil,18.17,2.89977188240808,0.23553890931859858
1991-06-01,WTI Crude Oil,20.19,3.005187432324746,0.2758890076119834
1991-05-01,UK Brent Crude Oil,19.19,2.9543893100196086,0.25644491962162497
1991-05-01,WTI Crude Oil,21.23,3.055415275715165,0.29511480892374714
1991-04-01,WTI Crude Oil,20.83,3.0363942552728806,0.28783409896119055
1991-04-01,UK Brent Crude Oil,19.18,2.953868069455292,0.2562454034399867
1991-03-01,WTI Crude Oil,19.9,2.990719731730447,0.27035118001898856
1991-03-01,UK Brent Crude Oil,19.08,2.9486406660201405,0.2542445008919823
1991-02-01,WTI Crude Oil,20.48,3.019448800171307,0.28134785685065605
1991-02-01,UK Brent Crude Oil,19.54,2.972463646614637,0.26336326571737306
1991-01-01,UK Brent Crude Oil,23.57,3.1599747169480397,0.3351372129673925
1991-01-01,WTI Crude Oil,25.23,3.2280337626529665,0.36118829543215886
1990-12-01,WTI Crude Oil,27.28,3.3061538329752613,0.39109045425675915
1990-12-01,UK Brent Crude Oil,28.27,3.341801171705499,0.40473524976178415
1990-11-01,WTI Crude Oil,32.33,3.4759955917373415,0.45610108756265055
1990-11-01,UK Brent Crude Oil,33.07,3.4986265269937014,0.46476357106520044
1990-10-01,WTI Crude Oil,36.04,3.584629432740137,0.4976830568823185
1990-10-01,UK Brent Crude Oil,36.02,3.58407433974781,0.49747058294635677
1990-09-01,UK Brent Crude Oil,34.9,3.5524868292083815,0.48537977512799557
1990-09-01,WTI Crude Oil,33.51,3.511843901749219,0.4698228092040448
1990-08-01,UK Brent Crude Oil,27.17,3.3021134234382563,0.3895438994828898
1990-08-01,WTI Crude Oil,27.31,3.3072529354856135,0.3915111596874311
1990-07-01,WTI Crude Oil,18.45,2.915064370486536,0.24139244228981516
1990-07-01,UK Brent Crude Oil,17.17,2.843163674909384,0.2138708846430135
1990-06-01,WTI Crude Oil,16.7,2.8154087194227095,0.203247070766397
1990-06-01,UK Brent Crude Oil,15.1,2.714694743820879,0.16469660246960416
1990-05-01,UK Brent Crude Oil,16.35,2.7942278973432626,0.19513964967419573
1990-05-01,WTI Crude Oil,18.2,2.9014215940827497,0.23617037240237793
1990-04-01,UK Brent Crude Oil,16.61,2.8100049236252036,0.2011786501988516
1990-04-01,WTI Crude Oil,18.43,2.9139797716817317,0.24097728846841646
1990-03-01,UK Brent Crude Oil,18.39,2.91180703861623,0.2401456275528533
1990-03-01,WTI Crude Oil,20.39,3.015044584586364,0.27966204738613015
1990-02-01,WTI Crude Oil,22.11,3.096029994869355,0.3106609775044291
1990-02-01,UK Brent Crude Oil,19.81,2.9861868607104594,0.26861612488383707
1990-01-01,UK Brent Crude Oil,21.25,3.056356895370426,0.29547523436074197
1990-01-01,WTI Crude Oil,22.86,3.1293886583666644,0.3234297327034149
1989-12-01,UK Brent Crude Oil,19.84,2.987700101856727,0.2691953508997499
1989-12-01,WTI Crude Oil,21.1,3.0492730404820207,0.29276373457471244
1989-11-01,UK Brent Crude Oil,18.73,2.930126516455997,0.24715780680062505
1989-11-01,WTI Crude Oil,19.86,2.9887076586170265,0.2695810152001913
1989-10-01,UK Brent Crude Oil,18.91,2.9396908826703663,0.2508187763366072
1989-10-01,WTI Crude Oil,20.1,3.0007198150650303,0.27417892977518166
1989-09-01,WTI Crude Oil,19.59,2.9750192319564492,0.26434147168243977
1989-09-01,UK Brent Crude Oil,17.77,2.87751164216656,0.22701831740886863
1989-08-01,WTI Crude Oil,18.58,2.922085733385692,0.24408002190552114
1989-08-01,UK Brent Crude Oil,16.77,2.8195915758351173,0.20484815018514685
1989-07-01,WTI Crude Oil,19.78,2.984671326194566,0.2680360210307371
1989-07-01,UK Brent Crude Oil,17.62,2.8690346205080335,0.22377355269031338
1989-06-01,WTI Crude Oil,20.05,2.998229153752578,0.27322557489677496
1989-06-01,UK Brent Crude Oil,17.67,2.871868286331605,0.22485820001798096
1989-05-01,UK Brent Crude Oil,18.63,2.924773184613497,0.24510870241125607
1989-05-01,WTI Crude Oil,20.12,3.0017143452315387,0.2745596078630546
1989-04-01,WTI Crude Oil,21.07,3.0478502278160975,0.2922191220297088
1989-04-01,UK Brent Crude Oil,20.32,3.011605622710281,0.2783457098075012
1989-03-01,UK Brent Crude Oil,18.7,2.928523523860541,0.24654422646222757
1989-03-01,WTI Crude Oil,19.48,2.969388298214389,0.26218610911823287
1989-02-01,UK Brent Crude Oil,16.89,2.826721730819709,0.20757737234167659
1989-02-01,WTI Crude Oil,17.94,2.88703285663065,0.23066276967233576
1989-01-01,UK Brent Crude Oil,17.17,2.843163674909384,0.2138708846430135
1989-01-01,WTI Crude Oil,18.02,2.8914822521801917,0.23236587275259368
1988-12-01,UK Brent Crude Oil,15.31,2.7285062096695922,0.16998324191712275
1988-12-01,WTI Crude Oil,16.38,2.7960610784249234,0.19584133967052983
1988-11-01,WTI Crude Oil,14.14,2.6490076604684267,0.13955344027036054
1988-11-01,UK Brent Crude Oil,13.02,2.5664866367804233,0.10796672066671655
1988-10-01,WTI Crude Oil,13.77,2.6224923127405635,0.12940411326928394
1988-10-01,UK Brent Crude Oil,12.41,2.5185025992165158,0.08959978491816974
1988-09-01,WTI Crude Oil,14.54,2.6769034721053733,0.15023116990715848
1988-09-01,UK Brent Crude Oil,13.18,2.578700529074361,0.11264185403171635
1988-08-01,UK Brent Crude Oil,14.89,2.7006898466959175,0.1593359229870453
1988-08-01,WTI Crude Oil,15.52,2.7421295147550726,0.1751978587332799
1988-07-01,UK Brent Crude Oil,14.91,2.702032128776647,0.15984971069614234
1988-07-01,WTI Crude Oil,15.5,2.740840023925201,0.1747042780255487
1988-06-01,WTI Crude Oil,16.53,2.805176911832933,0.19933062350322897
1988-06-01,UK Brent Crude Oil,15.54,2.7434173449395014,0.17569080379278934
1988-05-01,UK Brent Crude Oil,16.31,2.7917784166329223,0.19420205756839998
1988-05-01,WTI Crude Oil,17.42,2.857618971424357,0.21940396430441328
1988-04-01,UK Brent Crude Oil,16.6,2.8094026953624978,0.20094813421127247
1988-04-01,WTI Crude Oil,17.86,2.882563575448353,0.22895205493291626
1988-03-01,UK Brent Crude Oil,14.73,2.689886230474539,0.15520060351281934
1988-03-01,WTI Crude Oil,16.2,2.785011242238338,0.19161177414052047
1988-02-01,UK Brent Crude Oil,15.73,2.7555697170701863,0.18034238897503768
1988-02-01,WTI Crude Oil,16.8,2.8213788864092133,0.20553228224538453
1988-01-01,WTI Crude Oil,17.13,2.8408313123360287,0.21297812205566186
1988-01-01,UK Brent Crude Oil,16.75,2.8183982582710754,0.20439138189012415
1987-12-01,UK Brent Crude Oil,17.05,2.8361502037295256,0.21118632575479612
1987-12-01,WTI Crude Oil,17.28,2.8495497633759097,0.21631529912966432
1987-11-01,WTI Crude Oil,18.85,2.93651291389402,0.24960233955284764
1987-11-01,UK Brent Crude Oil,17.78,2.8780742300857587,0.22723366019137348
1987-10-01,UK Brent Crude Oil,18.76,2.9317269435780786,0.24777040514819745
1987-10-01,WTI Crude Oil,19.86,2.9887076586170265,0.2695810152001913
1987-09-01,WTI Crude Oil,19.53,2.9719517448885875,0.2631673241795357
1987-09-01,UK Brent Crude Oil,18.31,2.907447358686419,0.23847686508057456
1987-08-01,UK Brent Crude Oil,18.98,2.9433857931817817,0.2522330838314572
1987-08-01,WTI Crude Oil,20.31,3.011113375592293,0.27815729149909085
1987-07-01,WTI Crude Oil,21.34,3.060583245873607,0.2970929620902891
1987-07-01,UK Brent Crude Oil,19.86,2.9887076586170265,0.2695810152001913
1987-06-01,WTI Crude Oil,20.07,2.9992261628082466,0.2736072018334786
1987-06-01,UK Brent Crude Oil,18.86,2.937043277205311,0.24980534766463686
1987-05-01,UK Brent Crude Oil,18.58,2.922085733385692,0.24408002190552114
1987-05-01,WTI Crude Oil,19.44,2.967332799032293,0.26139932202557803
