period,product,price,log_price,normalized_price
2010-02-01,UK Brent Crude Oil,73.75,4.300680995219929,0.771767392182299
2010-02-01,WTI Crude Oil,76.39,4.335851797553269,0.7852297829996814
2010-01-01,UK Brent Crude Oil,76.17,4.3329676843846965,0.7841258258516788
2010-01-01,WTI Crude Oil,78.33,4.360930671379148,0.7948292683200309
2009-12-01,UK Brent Crude Oil,74.46,4.310262068444571,0.7754347566904385
2009-12-01,WTI Crude Oil,74.47,4.310396359722554,0.7754861596027304
2009-11-01,UK Brent Crude Oil,76.66,4.339380059952409,0.7865803022989944
2009-11-01,WTI Crude Oil,77.99,4.356580613342406,0.7931641888369452
2009-10-01,WTI Crude Oil,75.72,4.327042326341122,0.7818577659717962
2009-10-01,UK Brent Crude Oil,72.77,4.287303782358995,0.7666469725264043
2009-09-01,UK Brent Crude Oil,67.65,4.214347354616797,0.7387213103934548
2009-09-01,WTI Crude Oil,69.41,4.2400309493514925,0.7485522658159866
2009-08-01,UK Brent Crude Oil,72.51,4.2837244833835015,0.7652769178656191
2009-08-01,WTI Crude Oil,71.05,4.263383854543109,0.7574910990399534
2009-07-01,UK Brent Crude Oil,64.44,4.165734558308774,0.7201137035375813
2009-07-01,WTI Crude Oil,64.15,4.161224091061645,0.7183872239345758
2009-06-01,UK Brent Crude Oil,68.61,4.2284382967028,0.744114925459411
2009-06-01,WTI Crude Oil,69.64,4.243339114899988,0.7498185382507279
2009-05-01,UK Brent Crude Oil,57.3,4.048300623720694,0.6751633066810091
2009-05-01,WTI Crude Oil,59.03,4.078045789252598,0.6865489168107682
2009-04-01,UK Brent Crude Oil,50.18,3.9156165409382764,0.6243755833662753
2009-04-01,WTI Crude Oil,49.65,3.9049983904911816,0.6203112549576779
2009-03-01,UK Brent Crude Oil,46.54,3.8403121578741457,0.5955511901817554
2009-03-01,WTI Crude Oil,47.94,3.869950229006238,0.6068958075968488
2009-02-01,WTI Crude Oil,39.09,3.6658666798048634,0.5287783830152939
2009-02-01,UK Brent Crude Oil,43.32,3.76861442213279,0.5681073198337485
2009-01-01,WTI Crude Oil,41.71,3.730740908208854,0.5536104072743132
2009-01-01,UK Brent Crude Oil,43.44,3.77138067562568,0.5691661636232157
2008-12-01,UK Brent Crude Oil,39.95,3.6876286722122837,0.5371082597117914
2008-12-01,WTI Crude Oil,41.12,3.7164946211469094,0.5481573305344996
2008-11-01,UK Brent Crude Oil,52.45,3.9598603348423063,0.6413108593697789
2008-11-01,WTI Crude Oil,57.31,4.048475128563646,0.6752301022113776
2008-10-01,UK Brent Crude Oil,71.58,4.2708157053378795,0.7603358018405156
2008-10-01,WTI Crude Oil,76.61,4.33872761652873,0.7863305653645751
2008-09-01,UK Brent Crude Oil,97.23,4.577079305821566,0.8775648671252085
2008-09-01,WTI Crude Oil,104.11,4.645448032486661,0.9037344867241289
2008-08-01,WTI Crude Oil,116.67,4.759349436835766,0.9473327306727128
2008-08-01,UK Brent Crude Oil,113.24,4.7295094602436984,0.9359108295441407
2008-07-01,UK Brent Crude Oil,132.72,4.888241645882189,0.9966690317059671
2008-07-01,WTI Crude Oil,133.37,4.8931272206343035,0.9985390918785253
2008-06-01,WTI Crude Oil,133.88,4.8969438763431254,1.0
2008-06-01,UK Brent Crude Oil,132.32,4.885223231275381,0.9955136677566144
2008-05-01,WTI Crude Oil,125.4,4.83150862819882,0.9749532332131078
2008-05-01,UK Brent Crude Oil,122.8,4.810557015713042,0.9669335470863989
2008-04-01,WTI Crude Oil,112.58,4.7236640800358805,0.9336733829232757
2008-04-01,UK Brent Crude Oil,109.07,4.691989877940651,0.9215493920232865
2008-03-01,WTI Crude Oil,105.45,4.658236906924784,0.9086297070312652
2008-03-01,UK Brent Crude Oil,103.64,4.640923355693909,0.9020025681079695
2008-02-01,WTI Crude Oil,95.39,4.557973751157117,0.8702517998474721
2008-02-01,UK Brent Crude Oil,94.99,4.553771622902091,0.8686433437111077
2008-01-01,UK Brent Crude Oil,92.18,4.523743187292363,0.8571493057877941
2008-01-01,WTI Crude Oil,92.97,4.532276860467767,0.8604157551086332
2007-12-01,UK Brent Crude Oil,90.93,4.510089979737821,0.8519232431501544
2007-12-01,WTI Crude Oil,91.69,4.518413322061809,0.8551091837553867
2007-11-01,UK Brent Crude Oil,92.41,4.526235197899949,0.8581031771383087
2007-11-01,WTI Crude Oil,94.77,4.551452903482104,0.8677558033379348
2007-10-01,WTI Crude Oil,85.8,4.4520190064939165,0.829695313018059
2007-10-01,UK Brent Crude Oil,82.34,4.410857016341759,0.813939664540165
2007-09-01,WTI Crude Oil,79.92,4.381026134340298,0.8025212445642805
2007-09-01,UK Brent Crude Oil,77.17,4.346010780469512,0.7891183550325103
2007-08-01,WTI Crude Oil,72.36,4.281653660527095,0.7644842653027832
2007-08-01,UK Brent Crude Oil,70.76,4.259293869291585,0.7559255680813048
2007-07-01,WTI Crude Oil,74.12,4.3056854014171595,0.7736829376793143
2007-07-01,UK Brent Crude Oil,76.93,4.342895917470844,0.7879260733599672
2007-06-01,WTI Crude Oil,67.49,4.211979438755315,0.7378149390105155
2007-06-01,UK Brent Crude Oil,71.05,4.263383854543109,0.7574910990399534
2007-05-01,UK Brent Crude Oil,67.21,4.2078220459818745,0.7362236063543264
2007-05-01,WTI Crude Oil,63.46,4.150409786155049,0.7142478131332212
2007-04-01,UK Brent Crude Oil,67.49,4.211979438755315,0.7378149390105155
2007-04-01,WTI Crude Oil,63.98,4.158570534521372,0.7173715173589167
2007-03-01,UK Brent Crude Oil,62.05,4.127940511650616,0.705647208805381
2007-03-01,WTI Crude Oil,60.44,4.101651137404539,0.6955843780774726
2007-02-01,WTI Crude Oil,59.28,4.082271980987832,0.6881665837684247
2007-02-01,UK Brent Crude Oil,57.56,4.052827882019167,0.6768962134247232
2007-01-01,UK Brent Crude Oil,53.68,3.9830404926634264,0.6501835697742474
2007-01-01,WTI Crude Oil,54.51,3.9983841710761894,0.6560566969611425
2006-12-01,WTI Crude Oil,61.96,4.1264890155486675,0.705091617050347
2006-12-01,UK Brent Crude Oil,62.47,4.134686441505479,0.7082293604228528
2006-11-01,UK Brent Crude Oil,58.76,4.073461351305676,0.6847941233109055
2006-11-01,WTI Crude Oil,59.08,4.078892457663179,0.6868729975902724
2006-10-01,WTI Crude Oil,58.89,4.07567129695648,0.6856400281541991
2006-10-01,UK Brent Crude Oil,57.81,4.057161771094385,0.6785551038855319
2006-09-01,UK Brent Crude Oil,61.96,4.1264890155486675,0.705091617050347
2006-09-01,WTI Crude Oil,63.8,4.155753190350744,0.7162931174994935
2006-08-01,WTI Crude Oil,73.04,4.291007236286713,0.7680645501999696
2006-08-01,UK Brent Crude Oil,73.23,4.2936051730729785,0.7690589671030609
2006-07-01,WTI Crude Oil,74.41,4.309590341409169,0.7751776385335234
2006-07-01,UK Brent Crude Oil,73.67,4.299595660694722,0.7713519567478878
2006-06-01,UK Brent Crude Oil,68.56,4.227709274289524,0.7438358762483886
2006-06-01,WTI Crude Oil,70.95,4.261975403606051,0.7569519837595547
2006-05-01,UK Brent Crude Oil,69.78,4.245347435758628,0.7505872668122622
2006-05-01,WTI Crude Oil,70.84,4.260423812914633,0.7563580786197596
2006-04-01,UK Brent Crude Oil,70.26,4.252202646837681,0.7532112481990723
2006-04-01,WTI Crude Oil,69.44,4.240463070352095,0.7487176695430716
2006-03-01,UK Brent Crude Oil,62.06,4.128101659020234,0.7057088914718278
2006-03-01,WTI Crude Oil,62.69,4.138201945285877,0.7095749960828854
2006-02-01,WTI Crude Oil,61.63,4.121148764974151,0.7030475198012848
2006-02-01,UK Brent Crude Oil,60.21,4.097838451476356,0.6941249894760225
2006-01-01,UK Brent Crude Oil,62.99,4.142975983633837,0.7114023632668435
2006-01-01,WTI Crude Oil,65.49,4.181897459229962,0.7263004059869992
2005-12-01,WTI Crude Oil,59.41,4.08446256236765,0.6890050765151322
2005-12-01,UK Brent Crude Oil,56.86,4.040592106222854,0.6722127036724396
2005-11-01,UK Brent Crude Oil,55.24,4.0116873285410914,0.6611487703008493
2005-11-01,WTI Crude Oil,58.32,4.065945087700403,0.681917109668122
2005-10-01,UK Brent Crude Oil,58.54,4.06971028126374,0.6833583195322681
2005-10-01,WTI Crude Oil,62.26,4.131319165013462,0.706940461986699
2005-09-01,WTI Crude Oil,65.59,4.183423245305645,0.7268844338479471
2005-09-01,UK Brent Crude Oil,62.91,4.141705133581938,0.7109159177229857
2005-08-01,WTI Crude Oil,64.99,4.174233411906258,0.7233668249063988
2005-08-01,UK Brent Crude Oil,63.98,4.158570534521372,0.7173715173589167
2005-07-01,WTI Crude Oil,59.0,4.07753744390572,0.6863543365545371
2005-07-01,UK Brent Crude Oil,57.52,4.052132713412791,0.6766301224958242
2005-06-01,WTI Crude Oil,56.35,4.031582240485785,0.6687639812743843
2005-06-01,UK Brent Crude Oil,54.35,3.9954446135672184,0.6549315172839526
2005-05-01,WTI Crude Oil,49.83,3.908617212293313,0.6216964378413956
2005-05-01,UK Brent Crude Oil,48.65,3.884651808632014,0.6125231574843846
2005-04-01,WTI Crude Oil,52.98,3.9699144838439238,0.6451593039378936
2005-04-01,UK Brent Crude Oil,51.88,3.948933359448243,0.6371283214847289
2005-03-01,UK Brent Crude Oil,53.1,3.9721769282478934,0.6460253038226891
2005-03-01,WTI Crude Oil,54.19,3.9924963895780228,0.6538030203226504
2005-02-01,WTI Crude Oil,48.15,3.8743211382441345,0.6085688683314369
2005-02-01,UK Brent Crude Oil,45.48,3.8172726688823353,0.586732323836289
2005-01-01,UK Brent Crude Oil,44.51,3.795713883027763,0.5784802288749129
2005-01-01,WTI Crude Oil,46.84,3.8467375387295166,0.5980106446862531
2004-12-01,UK Brent Crude Oil,39.6,3.6788291182604347,0.5337400387313408
2004-12-01,WTI Crude Oil,43.15,3.764682417529437,0.5666022594099234
2004-11-01,UK Brent Crude Oil,43.11,3.763754988759043,0.5662472658432713
2004-11-01,WTI Crude Oil,48.47,3.8809450498572846,0.6111043148086273
2004-10-01,UK Brent Crude Oil,49.78,3.907613296939446,0.6213121673685972
2004-10-01,WTI Crude Oil,53.28,3.9755610262321337,0.6473206410514611
2004-09-01,WTI Crude Oil,45.94,3.8273361972609523,0.5905843585652875
2004-09-01,UK Brent Crude Oil,43.2,3.765840495250065,0.5670455388871509
2004-08-01,UK Brent Crude Oil,42.74,3.755135249891002,0.5629478730035647
2004-08-01,WTI Crude Oil,44.9,3.8044377947482086,0.5818194961433668
2004-07-01,UK Brent Crude Oil,38.22,3.643358938812127,0.5201630548010322
2004-07-01,WTI Crude Oil,40.78,3.708191765146309,0.5449792315158549
2004-06-01,UK Brent Crude Oil,35.18,3.560477739309412,0.48843847005758684
2004-06-01,WTI Crude Oil,38.03,3.638375321940168,0.5182554668711769
2004-05-01,WTI Crude Oil,40.28,3.6958550678503617,0.54025709186093
2004-05-01,UK Brent Crude Oil,37.57,3.6262058595858777,0.5135973400335192
2004-04-01,WTI Crude Oil,36.75,3.6041382256588457,0.5051504723867433
2004-04-01,UK Brent Crude Oil,33.59,3.5142284036242013,0.47073552924499085
2004-03-01,WTI Crude Oil,36.74,3.6038660797869797,0.5050463026253692
2004-03-01,UK Brent Crude Oil,33.63,3.515418525752178,0.47119107441724445
2004-02-01,UK Brent Crude Oil,30.86,3.4294608469350147,0.4382889001926106
2004-02-01,WTI Crude Oil,34.69,3.5464514609816584,0.4830696064538525
2004-01-01,WTI Crude Oil,34.31,3.5354368568703585,0.47885352676821774
2004-01-01,UK Brent Crude Oil,31.28,3.4429789156771102,0.44346323550567857
2003-12-01,UK Brent Crude Oil,29.81,3.39484390768998,0.4250385125386308
2003-12-01,WTI Crude Oil,32.13,3.4697901731277674,0.4537258283997865
2003-11-01,UK Brent Crude Oil,28.75,3.3586377672433594,0.4111798235027141
2003-11-01,WTI Crude Oil,31.11,3.4375293109095457,0.4413772805568578
2003-10-01,WTI Crude Oil,30.34,3.4124669739203863,0.43178412507103103
2003-10-01,UK Brent Crude Oil,29.61,3.3881121421135,0.42246178260729034
2003-09-01,WTI Crude Oil,28.31,3.343215099123808,0.40527646128469125
2003-09-01,UK Brent Crude Oil,27.11,3.299902663510574,0.38869768295738116
2003-08-01,WTI Crude Oil,31.57,3.4522073025699003,0.4469956016367458
2003-08-01,UK Brent Crude Oil,29.89,3.3975239762958465,0.4260643671849825
2003-07-01,WTI Crude Oil,30.76,3.4262151446374434,0.4370465369279727
2003-07-01,UK Brent Crude Oil,28.35,3.3446270301737613,0.40581690865411757
2003-06-01,WTI Crude Oil,30.66,3.422958873443668,0.43580012818806074
2003-06-01,UK Brent Crude Oil,27.65,3.3196257279683437,0.3962471155614599
2003-05-01,UK Brent Crude Oil,25.86,3.2526973733437115,0.37062882974069356
2003-05-01,WTI Crude Oil,28.11,3.3361253849184407,0.4025627187174445
2003-04-01,UK Brent Crude Oil,25.0,3.2188758248682006,0.3576828952319785
2003-04-01,WTI Crude Oil,28.17,3.338257581888281,0.4033788635592817
2003-03-01,WTI Crude Oil,33.51,3.511843901749219,0.4698228092040448
2003-03-01,UK Brent Crude Oil,30.61,3.421326752957321,0.4351753985148502
2003-02-01,UK Brent Crude Oil,32.77,3.489513462710723,0.4612753471754348
2003-02-01,WTI Crude Oil,35.83,3.5787855313168624,0.495446176298454
2003-01-01,WTI Crude Oil,32.95,3.4949912609485163,0.46337209378920297
2003-01-01,UK Brent Crude Oil,31.18,3.4397768636296306,0.44223758032521915
2002-12-01,UK Brent Crude Oil,28.33,3.3439213138424253,0.40554678035369923
2002-12-01,WTI Crude Oil,29.46,3.3830334110344844,0.42051778764254416
2002-11-01,UK Brent Crude Oil,24.34,3.1921210875593813,0.3474419366534959
2002-11-01,WTI Crude Oil,26.35,3.2714682749873716,0.37781380128403697
2002-10-01,WTI Crude Oil,28.84,3.3617633124167483,0.41237619401035125
2002-10-01,UK Brent Crude Oil,27.54,3.315639493300509,0.39472129739900874
2002-09-01,UK Brent Crude Oil,28.4,3.3463891451671604,0.4064913965569375
2002-09-01,WTI Crude Oil,29.66,3.389799336709786,0.42310759309591384
2002-08-01,UK Brent Crude Oil,26.65,3.2827891506118534,0.382147113063714
2002-08-01,WTI Crude Oil,28.39,3.34603697048488,0.4063565940248851
2002-07-01,WTI Crude Oil,26.97,3.2947251371516386,0.38671587194691087
2002-07-01,UK Brent Crude Oil,25.74,3.2480462021679806,0.3688484926436669
2002-06-01,UK Brent Crude Oil,24.08,3.1813816204406202,0.34333117164583665
2002-06-01,WTI Crude Oil,25.52,3.239462458476589,0.36556287774200713
2002-05-01,UK Brent Crude Oil,25.35,3.232778730037192,0.3630045350714129
2002-05-01,WTI Crude Oil,27.04,3.2973172511747633,0.3877080600605566
2002-04-01,UK Brent Crude Oil,25.73,3.2476576262936527,0.36869975676232913
2002-04-01,WTI Crude Oil,26.18,3.264995760481754,0.37533630534806267
2002-03-01,WTI Crude Oil,24.53,3.199896858270398,0.3504182822945743
2002-03-01,UK Brent Crude Oil,23.7,3.1654750481410856,0.33724258456068235
2002-02-01,UK Brent Crude Oil,20.28,3.0096351787229825,0.2775914794436511
2002-02-01,WTI Crude Oil,20.72,3.031099417391282,0.2858073844096948
2002-01-01,UK Brent Crude Oil,19.42,2.966303462863179,0.26100532118193087
2002-01-01,WTI Crude Oil,19.72,2.9816333491744893,0.266873169141523
2001-12-01,UK Brent Crude Oil,18.71,2.9290581402859983,0.2467488625461214
2001-12-01,WTI Crude Oil,19.39,2.9647574692545606,0.2604135584475145
2001-11-01,WTI Crude Oil,19.64,2.97756830292632,0.2653171841297248
2001-11-01,UK Brent Crude Oil,18.8,2.9338568698359038,0.24858568082554153
2001-10-01,WTI Crude Oil,22.17,3.09874002362822,0.3116983000520471
2001-10-01,UK Brent Crude Oil,20.54,3.0223742045004123,0.28246761908991397
2001-09-01,WTI Crude Oil,26.2,3.265759410767051,0.3756286091314976
2001-09-01,UK Brent Crude Oil,25.62,3.2433732964685884,0.36705983618420485
2001-08-01,UK Brent Crude Oil,25.68,3.2457124788217606,0.36795520919085584
2001-08-01,WTI Crude Oil,27.37,3.309447523052588,0.3923511858895508
2001-07-01,UK Brent Crude Oil,24.61,3.2031528644029645,0.35166458957653385
2001-07-01,WTI Crude Oil,26.43,3.2744997286161976,0.3789741562031325
2001-06-01,UK Brent Crude Oil,27.85,3.326832966373293,0.39900584307645615
2001-06-01,WTI Crude Oil,27.6,3.3178157727231046,0.3955543157600098
2001-05-01,WTI Crude Oil,28.63,3.354455119110024,0.40957882380731664
2001-05-01,UK Brent Crude Oil,28.31,3.343215099123808,0.40527646128469125
2001-04-01,UK Brent Crude Oil,25.66,3.2449333591874905,0.3676569841770893
2001-04-01,WTI Crude Oil,27.49,3.3138223021771545,0.3940257279075705
2001-03-01,UK Brent Crude Oil,24.5,3.1986731175506815,0.3499498688739241
2001-03-01,WTI Crude Oil,27.25,3.305053521109253,0.39066928591886296
2001-02-01,WTI Crude Oil,29.61,3.3881121421135,0.42246178260729034
2001-02-01,UK Brent Crude Oil,27.5,3.3141860046725258,0.3941649429612261
2001-01-01,UK Brent Crude Oil,25.62,3.2433732964685884,0.36705983618420485
2001-01-01,WTI Crude Oil,29.59,3.3874364664121184,0.4222031530124464
2000-12-01,UK Brent Crude Oil,25.66,3.2449333591874905,0.3676569841770893
2000-12-01,WTI Crude Oil,28.44,3.34779660493504,0.4070301324457397
2000-11-01,WTI Crude Oil,34.42,3.5386377907833935,0.480078753958359
2000-11-01,UK Brent Crude Oil,32.55,3.482777368654578,0.458696960424203
2000-10-01,WTI Crude Oil,33.11,3.4998353515591547,0.4652262750028459
2000-10-01,UK Brent Crude Oil,30.96,3.4326960487215263,0.43952724415787825
2000-09-01,UK Brent Crude Oil,33.14,3.500741011998417,0.4655729362665167
2000-09-01,WTI Crude Oil,33.88,3.522824869783854,0.4740260139485468
2000-08-01,UK Brent Crude Oil,30.2,3.407841924380824,0.4300137865993288
2000-08-01,WTI Crude Oil,31.26,3.4423393249933305,0.44321841823746294
2000-07-01,UK Brent Crude Oil,28.68,3.3562000157314196,0.4102467210031362
2000-07-01,WTI Crude Oil,29.7,3.391147045808654,0.42362345811443536
2000-06-01,WTI Crude Oil,31.82,3.4600950229096408,0.45001479843713116
2000-06-01,UK Brent Crude Oil,29.8,3.3945083935113587,0.4249100871773165
2000-05-01,WTI Crude Oil,28.79,3.3600281046240843,0.4117120054248078
2000-05-01,UK Brent Crude Oil,27.74,3.3228754148866853,0.39749100402650583
2000-04-01,UK Brent Crude Oil,22.76,3.1250046092581303,0.3217516423970776
2000-04-01,WTI Crude Oil,25.72,3.2472688993694185,0.3685509630633489
2000-03-01,UK Brent Crude Oil,27.49,3.3138223021771545,0.3940257279075705
2000-03-01,WTI Crude Oil,29.84,3.3958497753355603,0.4254235302936146
2000-02-01,WTI Crude Oil,29.37,3.379973745210529,0.41934663389113735
2000-02-01,UK Brent Crude Oil,27.78,3.3243163373261977,0.3980425484818868
2000-01-01,UK Brent Crude Oil,25.51,3.23907053215372,0.36541285940349794
2000-01-01,WTI Crude Oil,27.26,3.3054204262683866,0.3908097268618462
1999-12-01,UK Brent Crude Oil,25.47,3.2375012889913655,0.36481219739587867
1999-12-01,WTI Crude Oil,26.1,3.261935314328648,0.3741648529086734
1999-11-01,WTI Crude Oil,25.0,3.2188758248682006,0.3576828952319785
1999-11-01,UK Brent Crude Oil,24.58,3.201933104137889,0.35119769976161497
1999-10-01,WTI Crude Oil,22.69,3.1219242987917504,0.32057258645902265
1999-10-01,UK Brent Crude Oil,22.0,3.091042453358316,0.30875188733346426
1999-09-01,WTI Crude Oil,23.8,3.169685580677429,0.33885425761881527
1999-09-01,UK Brent Crude Oil,22.54,3.11529150861163,0.3180337415168977
1999-08-01,WTI Crude Oil,21.28,3.0577676644734435,0.29601523696966475
1999-08-01,UK Brent Crude Oil,20.22,3.006672213592325,0.27645733998930677
1999-07-01,UK Brent Crude Oil,19.08,2.9486406660201405,0.2542445008919823
1999-07-01,WTI Crude Oil,20.1,3.0007198150650303,0.27417892977518166
1999-06-01,UK Brent Crude Oil,15.86,2.7638002162067017,0.18349279182760117
1999-06-01,WTI Crude Oil,17.92,2.8859174075467844,0.2302358072345282
1999-05-01,WTI Crude Oil,17.72,2.8746939451769347,0.2259397825002879
1999-05-01,UK Brent Crude Oil,15.23,2.7232671669070703,0.1679778841629952
1999-04-01,WTI Crude Oil,17.31,2.851284369188118,0.21697925729407375
1999-04-01,UK Brent Crude Oil,15.29,2.727199019940971,0.1694828865703103
1999-03-01,UK Brent Crude Oil,12.51,2.5265283244788197,0.09267180610921479
1999-03-01,WTI Crude Oil,14.68,2.6864860231863696,0.1538991000970142
1999-02-01,UK Brent Crude Oil,10.27,2.329227023940467,0.01715043496018914
1999-02-01,WTI Crude Oil,12.01,2.485739636091892,0.07705904701464251
1999-01-01,WTI Crude Oil,12.52,2.5273273656719524,0.09297765653364319
1999-01-01,UK Brent Crude Oil,11.11,2.4078456036515385,0.04724340911377283
1998-12-01,WTI Crude Oil,11.35,2.4292177439274116,0.055424061413677464
1998-12-01,UK Brent Crude Oil,9.82,2.2844211223663744,0.0
1998-11-01,WTI Crude Oil,13.0,2.5649493574615367,0.10737829351654281
1998-11-01,UK Brent Crude Oil,11.04,2.401525040848949,0.044824076002523014
1998-10-01,WTI Crude Oil,14.46,2.671386216730619,0.14811932021461277
1998-10-01,UK Brent Crude Oil,12.7,2.5416019934645457,0.09844158130553836
1998-09-01,UK Brent Crude Oil,13.34,2.590767040487478,0.11726057415377046
1998-09-01,WTI Crude Oil,15.03,2.710048203764883,0.1629180380345489
1998-08-01,WTI Crude Oil,13.47,2.6004649904222727,0.12097267576897469
1998-08-01,UK Brent Crude Oil,11.91,2.477378383367209,0.0738585953776354
1998-07-01,UK Brent Crude Oil,12.08,2.4915511925066687,0.07928354684184218
1998-07-01,WTI Crude Oil,14.17,2.6511270537025893,0.14036468420342732
1998-06-01,WTI Crude Oil,13.72,2.6188546222977394,0.12801170800227263
1998-06-01,UK Brent Crude Oil,12.21,2.502255288122613,0.08338077263620164
1998-05-01,WTI Crude Oil,14.91,2.702032128776647,0.15984971069614234
1998-05-01,UK Brent Crude Oil,14.36,2.664446563620078,0.1454630168006129
1998-04-01,WTI Crude Oil,15.35,2.731115474033206,0.17098199469722464
1998-04-01,UK Brent Crude Oil,13.53,2.604909442182697,0.1226738865062434
1998-03-01,UK Brent Crude Oil,13.1,2.5726122302071057,0.11031142500177281
1998-03-01,WTI Crude Oil,15.12,2.716018370751387,0.16520324951353643
1998-02-01,WTI Crude Oil,16.06,2.7763317085186157,0.18828949351865387
1998-02-01,UK Brent Crude Oil,14.07,2.644044871126298,0.137653824531292
1998-01-01,UK Brent Crude Oil,15.19,2.7206373166076814,0.16697125166749413
1998-01-01,WTI Crude Oil,16.72,2.8166056076565553,0.20370520581307705
1997-12-01,WTI Crude Oil,18.33,2.9085390618516134,0.23889473825068666
1997-12-01,UK Brent Crude Oil,17.18,2.8437459165561094,0.21409375031790154
1997-11-01,UK Brent Crude Oil,19.17,2.9533465570575532,0.25604578320818394
1997-11-01,WTI Crude Oil,20.19,3.005187432324746,0.2758890076119834
1997-10-01,UK Brent Crude Oil,19.87,2.9892110565637253,0.26977370173122056
1997-10-01,WTI Crude Oil,21.33,3.0601145324832593,0.2969135518288343
1997-09-01,WTI Crude Oil,19.8,2.9856819377004897,0.2684228546016162
1997-09-01,UK Brent Crude Oil,18.46,2.9156062290747062,0.2415998504692636
1997-08-01,WTI Crude Oil,19.95,2.9932291433358724,0.27131171198052106
1997-08-01,UK Brent Crude Oil,18.6,2.9231615807191558,0.24449182591060623
1997-07-01,UK Brent Crude Oil,18.46,2.9156062290747062,0.2415998504692636
1997-07-01,WTI Crude Oil,19.66,2.9785861147190205,0.26570677376723184
1997-06-01,WTI Crude Oil,19.26,2.9580304063699794,0.2578386285739502
1997-06-01,UK Brent Crude Oil,17.58,2.866761892257031,0.222903616439024
1997-05-01,UK Brent Crude Oil,19.02,2.9454910571172443,0.2530389194676284
1997-05-01,WTI Crude Oil,20.82,3.035914063186823,0.28765029497888006
1997-04-01,WTI Crude Oil,19.7,2.9806186357439426,0.2664847654696307
1997-04-01,UK Brent Crude Oil,17.56,2.8656235882069705,0.22246790576499156
1997-03-01,UK Brent Crude Oil,19.13,2.9512577834521614,0.25524625960510244
1997-03-01,WTI Crude Oil,20.97,3.0430928449138284,0.2903981300804416
1997-02-01,UK Brent Crude Oil,20.85,3.0373539482448106,0.28820144235388223
1997-02-01,WTI Crude Oil,22.18,3.099190981922221,0.31187091416356605
1997-01-01,UK Brent Crude Oil,23.54,3.1587011018321305,0.3346497090350457
1997-01-01,WTI Crude Oil,25.13,3.2240623515555007,0.3596681513142098
1996-12-01,UK Brent Crude Oil,23.78,3.1688448912626357,0.3385324654302061
1996-12-01,WTI Crude Oil,25.23,3.2280337626529665,0.36118829543215886
1996-11-01,UK Brent Crude Oil,22.76,3.1250046092581303,0.3217516423970776
1996-11-01,WTI Crude Oil,23.71,3.165896900077314,0.33740405757965847
1996-10-01,UK Brent Crude Oil,24.16,3.184698373066614,0.34460073097156696
1996-10-01,WTI Crude Oil,24.88,3.2140642678709788,0.3558411669676418
1996-09-01,WTI Crude Oil,23.97,3.176803048446293,0.341578623467124
1996-09-01,UK Brent Crude Oil,22.63,3.119276459645446,0.3195590683404631
1996-08-01,UK Brent Crude Oil,20.51,3.0209125720842893,0.28190814743980175
1996-08-01,WTI Crude Oil,21.9,3.086486636822455,0.30700804930222564
1996-07-01,UK Brent Crude Oil,19.57,2.9739977814079848,0.2639504892318909
1996-07-01,WTI Crude Oil,21.3,3.0587070727153796,0.296374815940032
1996-06-01,UK Brent Crude Oil,18.46,2.9156062290747062,0.2415998504692636
1996-06-01,WTI Crude Oil,20.42,3.01651481273652,0.2802248092407085
1996-05-01,UK Brent Crude Oil,19.15,2.952302715626655,0.25564623015958005
1996-05-01,WTI Crude Oil,21.17,3.0525850851467737,0.2940314918257111
1996-04-01,UK Brent Crude Oil,20.9,3.039749158970765,0.28911826144083885
1996-04-01,WTI Crude Oil,23.5,3.1570004211501135,0.3339987364533033
1996-03-01,UK Brent Crude Oil,19.85,2.9882040071331994,0.2693882316223027
1996-03-01,WTI Crude Oil,21.33,3.0601145324832593,0.2969135518288343
1996-02-01,WTI Crude Oil,19.09,2.949164637737656,0.2544450624820079
1996-02-01,UK Brent Crude Oil,18.0,2.8903717578961645,0.2319408068723686
1996-01-01,UK Brent Crude Oil,17.85,2.8820035082256483,0.2287376770019098
1996-01-01,WTI Crude Oil,18.86,2.937043277205311,0.24980534766463686
1995-12-01,WTI Crude Oil,19.03,2.946016681308058,0.25324011357780934
1995-12-01,UK Brent Crude Oil,17.93,2.8864752876170416,0.23044934798528646
1995-11-01,WTI Crude Oil,17.99,2.8898160479624417,0.23172809678864706
1995-11-01,UK Brent Crude Oil,16.86,2.8249439525737094,0.20689688898768732
1995-10-01,WTI Crude Oil,17.43,2.8581928595319295,0.21962363248020197
1995-10-01,UK Brent Crude Oil,16.11,2.779440197188883,0.18947933527813168
1995-09-01,UK Brent Crude Oil,16.7,2.8154087194227095,0.203247070766397
1995-09-01,WTI Crude Oil,18.23,2.9030685886905716,0.23680079546962773
1995-08-01,UK Brent Crude Oil,16.1,2.7788192719904172,0.18924166263106257
1995-08-01,WTI Crude Oil,18.02,2.8914822521801917,0.23236587275259368
1995-07-01,WTI Crude Oil,17.33,2.8524391037275145,0.21742125709585108
1995-07-01,UK Brent Crude Oil,15.85,2.7631695003232895,0.1832513715825709
1995-06-01,UK Brent Crude Oil,17.31,2.851284369188118,0.21697925729407375
1995-06-01,WTI Crude Oil,18.45,2.915064370486536,0.24139244228981516
